id_6char,id_7char,municipio_sus,municipio,uf,populacao,clinicos,intensivistas,enfermeiros,anestesiologistas,ventiladores_existentes,ventiladores_em_uso,estab_c_vent_sus,quantidade_leitos,leitos_sus,leitos_nao_sus
172065,1720655, Silvanópolis,Silvanópolis,TO,5403,1,,7,,,,,19,19,
172080,1720804,,Sítio Novo do Tocantins,TO,9029,4,,11,,,,,,,
172085,1720853,,Sucupira,TO,1966,,,,,,,,,,
172090,1720903, Taguatinga,Taguatinga,TO,16683,2,,13,,1,1,1,47,47,
172093,1720937,,Taipas do Tocantins,TO,2148,,,,,,,,,,
172097,1720978,,Talismã,TO,2793,1,,1,,,,,,,
172100,1721000, Palmas,Palmas,TO,299127,207,2,841,46,168,151,11,956,529,427
172110,1721109,,Tocantínia,TO,7545,1,,6,,,,,,,
172120,1721208, Tocantinópolis,Tocantinópolis,TO,22870,10,,22,1,3,3,2,40,40,
172125,1721257,,Tupirama,TO,1891,,,1,,,,,,,
172130,1721307,,Tupiratins,TO,2671,,,,,,,,,,
172208,1722081,,Wanderlândia,TO,11683,1,,9,,,,,,,
172210,1722107, Xambioá,Xambioá,TO,11540,9,,17,,,,,28,28,
210005,2100055, Açailândia,Açailândia,MA,112445,41,,54,5,4,4,2,243,153,90
210010,2100105, Afonso Cunha,Afonso Cunha,MA,6524,2,,4,,1,1,1,20,20,
210015,2100154,,Água Doce do Maranhão,MA,12571,,,1,,,,,,,
210020,2100204, Alcântara,Alcântara,MA,22097,4,,8,,,,,24,24,
210030,2100303, Aldeias Altas,Aldeias Altas,MA,26532,3,,4,,1,1,1,25,25,
210040,2100402, Altamira do Maranhão,Altamira do Maranhão,MA,8128,1,,6,,1,1,1,,,
210043,2100436, Alto Alegre do Maranhão,Alto Alegre do Maranhão,MA,27053,8,,26,4,3,3,1,48,48,
210047,2100477, Alto Alegre do Pindaré,Alto Alegre do Pindaré,MA,31919,3,,13,,,,,34,34,
210050,2100501, Alto Parnaíba,Alto Parnaíba,MA,11190,1,,6,,,,,22,22,
210055,2100550, Amapá do Maranhão,Amapá do Maranhão,MA,6962,,,2,,,,,11,11,
210060,2100600, Amarante do Maranhão,Amarante do Maranhão,MA,41435,10,,23,1,3,3,2,85,76,9
210070,2100709, Anajatuba,Anajatuba,MA,26803,4,,9,,,,,27,27,
210080,2100808, Anapurus,Anapurus,MA,15732,3,,4,,,,,16,16,
210083,2100832, Apicum-Açu,Apicum-Açu,MA,17239,,,2,,,,,15,15,
210087,2100873, Araguanã,Araguanã,MA,15426,,,3,,,,,17,17,
210090,2100907, Araioses,Araioses,MA,46440,9,,11,,4,4,2,117,117,
210095,2100956, Arame,Arame,MA,32701,3,,9,,,,,58,58,
210100,2101004, Arari,Arari,MA,29848,6,,10,,,,,48,48,
210110,2101103, Axixá,Axixá,MA,12130,2,,2,,,,,25,25,
210120,2101202, Bacabal,Bacabal,MA,104949,35,,93,1,3,3,2,234,213,21
210125,2101251, Bacabeira,Bacabeira,MA,17055,,,7,,,,,28,24,4
210130,2101301, Bacuri,Bacuri,MA,18582,2,,4,,,,,23,23,
210135,2101350,,Bacurituba,MA,5644,,,,,,,,,,
210140,2101400, Balsas,Balsas,MA,94887,40,,117,6,28,25,5,165,142,23
210150,2101509, Barão de Grajaú,Barão de Grajaú,MA,18820,6,,10,,,,,31,31,
210160,2101608, Barra do Corda,Barra do Corda,MA,88212,15,,53,2,8,6,5,153,123,30
210170,2101707, Barreirinhas,Barreirinhas,MA,62528,5,,24,2,3,3,1,52,47,5
210173,2101731, Belágua,Belágua,MA,7469,,,5,,,,,12,12,
210177,2101772, Bela Vista do Maranhão,Bela Vista do Maranhão,MA,11209,2,,3,,,,,15,15,
210180,2101806, Benedito Leite,Benedito Leite,MA,5632,,,3,,,,,20,20,
210190,2101905, Bequimão,Bequimão,MA,21280,2,,9,,,,,18,18,
210193,2101939, Bernardo do Mearim,Bernardo do Mearim,MA,6043,1,,3,,2,2,1,15,15,
210197,2101970, Boa Vista do Gurupi,Boa Vista do Gurupi,MA,9287,,,3,,,,,15,15,
210200,2102002, Bom Jardim,Bom Jardim,MA,41630,3,,9,,,,,36,36,
210203,2102036, Bom Jesus das Selvas,Bom Jesus das Selvas,MA,34028,1,,12,,,,,25,25,
210207,2102077,,Bom Lugar,MA,16294,,,4,,,,,,,
210210,2102101, Brejo,Brejo,MA,36397,2,,,,,,,37,37,
210215,2102150,,Brejo de Areia,MA,9188,,,1,,,,,,,
210220,2102200, Buriti,Buriti,MA,28678,2,,9,,,,,26,26,
210230,2102309, Buriti Bravo,Buriti Bravo,MA,23884,,,9,,,,,44,44,
210232,2102325, Buriticupu,Buriticupu,MA,72358,5,,26,,7,7,3,84,84,
210235,2102358,,Buritirana,MA,15430,,,1,,,,,,,
210237,2102374,,Cachoeira Grande,MA,9431,1,,1,,,,,,,
210240,2102408, Cajapió,Cajapió,MA,11177,2,,3,,1,1,1,19,19,
210250,2102507, Cajari,Cajari,MA,19379,4,,5,,,,,20,20,
210255,2102556, Campestre do Maranhão,Campestre do Maranhão,MA,14374,1,,6,,,,,21,21,
210260,2102606, Cândido Mendes,Cândido Mendes,MA,20178,1,,2,,,,,10,10,
210270,2102705, Cantanhede,Cantanhede,MA,21995,2,,13,,,,,59,59,
210275,2102754, Capinzal do Norte,Capinzal do Norte,MA,10934,1,,8,,,,,13,12,1
210280,2102804, Carolina,Carolina,MA,24322,2,,14,,1,1,1,30,30,
210290,2102903, Carutapera,Carutapera,MA,23807,2,,16,,,,,38,38,
210300,2103000, Caxias,Caxias,MA,164880,55,4,219,4,47,42,5,314,307,7
210310,2103109, Cedral,Cedral,MA,10675,2,,4,,1,1,1,15,15,
210312,2103125, Central do Maranhão,Central do Maranhão,MA,8673,1,,6,,,,,15,15,
210315,2103158,,Centro do Guilherme,MA,13458,1,,3,,,,,,,
210317,2103174,,Centro Novo do Maranhão,MA,21622,1,,5,,,,,,,
210320,2103208, Chapadinha,Chapadinha,MA,79675,13,,58,5,8,8,2,157,125,32
210325,2103257, Cidelândia,Cidelândia,MA,14697,1,,2,,,,,21,21,
210330,2103307, Codó,Codó,MA,122859,27,,64,2,21,20,2,100,100,
210340,2103406, Coelho Neto,Coelho Neto,MA,49435,4,,21,,8,7,2,120,100,20
210350,2103505, Colinas,Colinas,MA,41178,9,,30,1,5,5,3,90,90,
210355,2103554, Conceição do Lago-Açu,Conceição do Lago-Açu,MA,16237,1,,4,,1,1,1,15,15,
210360,2103604, Coroatá,Coroatá,MA,65296,23,,85,2,25,25,2,76,76,
210370,2103703, Cururupu,Cururupu,MA,32695,6,,13,2,,,,109,103,6
210375,2103752, Davinópolis,Davinópolis,MA,12908,1,,8,,,,,14,14,
210380,2103802, Dom Pedro,Dom Pedro,MA,23350,4,,8,,,,,29,29,
210390,2103901, Duque Bacelar,Duque Bacelar,MA,11349,2,,4,,1,1,1,26,26,
210400,2104008, Esperantinópolis,Esperantinópolis,MA,17241,4,,13,,1,1,1,44,44,
210405,2104057, Estreito,Estreito,MA,41946,12,,8,,,,,61,53,8
210407,2104073, Feira Nova do Maranhão,Feira Nova do Maranhão,MA,8504,4,,3,,,,,20,20,
210408,2104081, Fernando Falcão,Fernando Falcão,MA,10360,4,,6,,,,,18,18,
210409,2104099, Formosa da Serra Negra,Formosa da Serra Negra,MA,19089,1,,3,,,,,13,13,
210410,2104107, Fortaleza dos Nogueiras,Fortaleza dos Nogueiras,MA,12631,2,,2,,,,,31,31,
210420,2104206, Fortuna,Fortuna,MA,15552,2,,5,,,,,17,17,
210430,2104305,,Godofredo Viana,MA,11819,,,1,,,,,,,
210440,2104404, Gonçalves Dias,Gonçalves Dias,MA,17934,1,,7,,,,,29,29,
210450,2104503, Governador Archer,Governador Archer,MA,10840,1,,4,,,,,24,24,
210455,2104552, Governador Edison Lobão,Governador Edison Lobão,MA,18296,4,,5,,,,,23,23,
210460,2104602, Governador Eugênio Barros,Governador Eugênio Barros,MA,16828,,,6,,,,,30,30,
210462,2104628, Governador Luiz Rocha,Governador Luiz Rocha,MA,7807,1,,4,,,,,20,20,
210465,2104651, Governador Newton Bello,Governador Newton Bello,MA,10180,2,,9,,,,,19,19,
210467,2104677, Governador Nunes Freire,Governador Nunes Freire,MA,25577,4,,6,,,,,204,200,4
210470,2104701, Graça Aranha,Graça Aranha,MA,6262,1,,3,,,,,18,18,
210480,2104800, Grajaú,Grajaú,MA,69527,12,,52,2,8,8,2,188,186,2
210490,2104909, Guimarães,Guimarães,MA,12030,2,,4,,,,,36,32,4
210500,2105005, Humberto de Campos,Humberto de Campos,MA,28717,3,,7,,2,1,1,30,30,
210510,2105104, Icatu,Icatu,MA,27113,3,,8,,,,,34,30,4
210515,2105153, Igarapé do Meio,Igarapé do Meio,MA,14177,4,,3,,,,,37,37,
210520,2105203, Igarapé Grande,Igarapé Grande,MA,11320,2,,4,,,,,37,37,
210530,2105302, Imperatriz,Imperatriz,MA,258682,147,3,388,22,116,115,6,801,597,204
210535,2105351, Itaipava do Grajaú,Itaipava do Grajaú,MA,16057,,,4,,5,3,1,25,25,
210540,2105401, Itapecuru Mirim,Itapecuru Mirim,MA,68203,8,,32,1,,,,69,69,
210542,2105427, Itinga do Maranhão,Itinga do Maranhão,MA,26000,3,,5,,1,1,1,76,76,
210545,2105450, Jatobá,Jatobá,MA,10153,1,,4,,,,,16,16,
210547,2105476, Jenipapo dos Vieiras,Jenipapo dos Vieiras,MA,16515,6,,9,,,,,17,17,
210550,2105500, João Lisboa,João Lisboa,MA,23632,11,,6,,,,,62,60,2
210560,2105609, Joselândia,Joselândia,MA,16168,3,,4,,,,,22,22,
210565,2105658, Junco do Maranhão,Junco do Maranhão,MA,3432,,,1,,,,,3,3,
210570,2105708, Lago da Pedra,Lago da Pedra,MA,50266,5,,8,,,,,144,98,46
210580,2105807, Lago do Junco,Lago do Junco,MA,10840,,,3,,,,,20,20,
210590,2105906, Lago Verde,Lago Verde,MA,16257,,,,,,,,45,45,
210592,2105922, Lagoa do Mato,Lagoa do Mato,MA,11250,1,,,,,,,22,22,
210594,2105948, Lago dos Rodrigues,Lago dos Rodrigues,MA,8873,3,,13,,,,,20,20,
210596,2105963, Lagoa Grande do Maranhão,Lagoa Grande do Maranhão,MA,11394,,,2,,1,1,1,19,19,
210598,2105989,,Lajeado Novo,MA,7550,,,,,,,,,,
210600,2106003, Lima Campos,Lima Campos,MA,11893,3,,10,,1,1,1,38,38,
210610,2106102, Loreto,Loreto,MA,12157,,,5,,1,1,1,20,20,
210620,2106201, Luís Domingues,Luís Domingues,MA,6951,,,2,,,,,9,9,
210630,2106300, Magalhães de Almeida,Magalhães de Almeida,MA,19826,3,,11,,,,,20,20,
210632,2106326, Maracaçumé,Maracaçumé,MA,21395,,,2,,,,,11,11,
210635,2106359,,Marajá do Sena,MA,7792,,,3,,,,,,,
210637,2106375, Maranhãozinho,Maranhãozinho,MA,16265,2,,6,,,,,18,18,
210640,2106409, Mata Roma,Mata Roma,MA,16829,2,,5,,,,,23,23,
210650,2106508, Matinha,Matinha,MA,23370,2,,5,,,,,17,17,
210660,2106607, Matões,Matões,MA,33782,1,,18,,2,2,1,50,50,
210663,2106631, Matões do Norte,Matões do Norte,MA,16745,1,,7,,8,8,1,,,
210667,2106672, Milagres do Maranhão,Milagres do Maranhão,MA,8464,1,,,,,,,9,9,
210670,2106706, Mirador,Mirador,MA,21015,2,,9,,,,,20,20,
210675,2106755, Miranda do Norte,Miranda do Norte,MA,28381,1,,8,,,,,52,44,8
210680,2106805, Mirinzal,Mirinzal,MA,14962,,,2,,1,1,1,22,22,
210690,2106904, Monção,Monção,MA,33434,4,,36,,5,5,1,52,52,
210700,2107001, Montes Altos,Montes Altos,MA,9160,1,,7,,,,,24,24,
210710,2107100, Morros,Morros,MA,19433,4,,16,,1,1,1,20,20,
210720,2107209, Nina Rodrigues,Nina Rodrigues,MA,14454,3,,4,,,,,15,15,
210725,2107258, Nova Colinas,Nova Colinas,MA,5384,,,3,,,,,14,14,
210730,2107308, Nova Iorque,Nova Iorque,MA,4683,1,,4,,,,,15,15,
210735,2107357, Nova Olinda do Maranhão,Nova Olinda do Maranhão,MA,20928,,,6,,,,,37,37,
210740,2107407, Olho d'Água das Cunhãs,Olho d'Água das Cunhãs,MA,19505,1,,2,,,,,20,20,
210745,2107456, Olinda Nova do Maranhão,Olinda Nova do Maranhão,MA,14701,2,,6,,,,,50,42,8
210750,2107506, Paço do Lumiar,Paço do Lumiar,MA,122197,15,,53,1,7,5,2,17,17,
210760,2107605, Palmeirândia,Palmeirândia,MA,19722,2,,6,,,,,38,36,2
210770,2107704, Paraibano,Paraibano,MA,21386,1,,7,,,,,48,48,
210780,2107803, Parnarama,Parnarama,MA,34907,5,,10,1,,,,51,51,
210790,2107902, Passagem Franca,Passagem Franca,MA,19019,6,,15,,,,,116,116,
210800,2108009, Pastos Bons,Pastos Bons,MA,19472,1,,5,,,,,23,23,
210805,2108058, Paulino Neves,Paulino Neves,MA,16035,2,,14,,,,,20,20,
210810,2108108, Paulo Ramos,Paulo Ramos,MA,21040,2,,5,,,,,39,35,4
210820,2108207, Pedreiras,Pedreiras,MA,39229,8,,41,,1,1,,114,88,26
210825,2108256, Pedro do Rosário,Pedro do Rosário,MA,25144,1,,4,,,,,34,34,
210830,2108306, Penalva,Penalva,MA,38470,4,,11,,,,,63,63,
210840,2108405, Peri Mirim,Peri Mirim,MA,14318,2,,7,,,,,27,27,
210845,2108454, Peritoró,Peritoró,MA,23196,6,,32,5,5,5,1,56,52,4
210850,2108504, Pindaré-Mirim,Pindaré-Mirim,MA,32941,1,,5,,,,,40,40,
210860,2108603, Pinheiro,Pinheiro,MA,83387,14,3,99,2,5,5,3,248,240,8
210870,2108702, Pio XII,Pio XII,MA,21485,2,,10,,,,,35,35,
210880,2108801, Pirapemas,Pirapemas,MA,18625,2,,8,,1,1,1,19,19,
210890,2108900, Poção de Pedras,Poção de Pedras,MA,17873,2,,9,,1,1,1,37,37,
210900,2109007, Porto Franco,Porto Franco,MA,23885,16,,16,1,2,2,2,79,75,4
210905,2109056, Porto Rico do Maranhão,Porto Rico do Maranhão,MA,5975,1,,3,,,,,28,28,
210910,2109106, Presidente Dutra,Presidente Dutra,MA,47804,21,1,85,1,31,21,3,194,190,4
210920,2109205, Presidente Juscelino,Presidente Juscelino,MA,12734,2,,5,,,,,15,15,
210923,2109239,,Presidente Médici,MA,7015,1,,,,,,,,,
210927,2109270, Presidente Sarney,Presidente Sarney,MA,18918,1,,,,,,,15,15,
210930,2109304, Presidente Vargas,Presidente Vargas,MA,11193,,,4,,,,,22,22,
210940,2109403, Primeira Cruz,Primeira Cruz,MA,15315,,,5,,,,,19,19,
210945,2109452, Raposa,Raposa,MA,30761,5,,13,,,,,48,32,16
210950,2109502, Riachão,Riachão,MA,20195,2,,6,,2,1,1,51,51,
210955,2109551, Ribamar Fiquene,Ribamar Fiquene,MA,7791,3,,2,,,,,20,20,
210960,2109601, Rosário,Rosário,MA,42740,4,,7,,,,,123,113,10
210970,2109700, Sambaíba,Sambaíba,MA,5671,1,,,,,,,17,17,
210975,2109759, Santa Filomena do Maranhão,Santa Filomena do Maranhão,MA,7773,4,,6,,,,,17,17,
210980,2109809, Santa Helena,Santa Helena,MA,42130,4,,5,,1,1,1,58,58,
210990,2109908, Santa Inês,Santa Inês,MA,89044,15,,77,2,16,16,2,295,213,82
211000,2110005, Santa Luzia,Santa Luzia,MA,72667,3,,10,1,4,4,1,86,86,
211003,2110039, Santa Luzia do Paruá,Santa Luzia do Paruá,MA,25254,5,,2,,,,,78,78,
211010,2110104, Santa Quitéria do Maranhão,Santa Quitéria do Maranhão,MA,25642,,,5,,,,,42,42,
211020,2110203, Santa Rita,Santa Rita,MA,37855,4,,30,,7,7,3,35,35,
211023,2110237, Santana do Maranhão,Santana do Maranhão,MA,13386,2,,2,,1,1,1,16,16,
211027,2110278, Santo Amaro do Maranhão,Santo Amaro do Maranhão,MA,15846,,,2,,,,,20,20,
211030,2110302, Santo Antônio dos Lopes,Santo Antônio dos Lopes,MA,14528,4,,7,,,,,30,30,
211040,2110401, São Benedito do Rio Preto,São Benedito do Rio Preto,MA,18663,1,,6,,,,,32,32,
211050,2110500, São Bento,São Bento,MA,45211,2,,7,,1,1,1,50,50,
211060,2110609, São Bernardo,São Bernardo,MA,28507,2,,7,,,,,27,27,
211065,2110658, São Domingos do Azeitão,São Domingos do Azeitão,MA,7392,2,,1,,,,,20,20,
211070,2110708, São Domingos do Maranhão,São Domingos do Maranhão,MA,34376,2,,13,,,,,35,31,4
211080,2110807, São Félix de Balsas,São Félix de Balsas,MA,4585,2,,2,,,,,20,20,
211085,2110856, São Francisco do Brejão,São Francisco do Brejão,MA,11798,,,1,,,,,24,24,
211090,2110906, São Francisco do Maranhão,São Francisco do Maranhão,MA,12210,4,,6,1,,,,23,23,
211100,2111003, São João Batista,São João Batista,MA,20665,1,,4,,,,,50,50,
211102,2111029, São João do Carú,São João do Carú,MA,15808,1,,7,,,,,35,19,16
211105,2111052, São João do Paraíso,São João do Paraíso,MA,11177,1,,2,,,,,20,20,
211107,2111078, São João do Soter,São João do Soter,MA,18543,1,,6,,,,,19,19,
211110,2111102, São João dos Patos,São João dos Patos,MA,25929,8,,24,,2,2,1,54,52,2
211120,2111201, São José de Ribamar,São José de Ribamar,MA,177687,65,,121,13,25,23,1,177,72,105
211125,2111250, São José dos Basílios,São José dos Basílios,MA,7641,1,,2,,,,,13,13,
211130,2111300, São Luís,São Luís,MA,1101884,602,22,2194,70,572,531,31,3741,3018,723
211140,2111409, São Luís Gonzaga do Maranhão,São Luís Gonzaga do Maranhão,MA,18856,2,,4,,,,,29,29,
211150,2111508, São Mateus do Maranhão,São Mateus do Maranhão,MA,41529,3,,13,,,,,52,52,
211153,2111532, São Pedro da Água Branca,São Pedro da Água Branca,MA,12690,1,,5,,3,3,2,26,26,
211157,2111573, São Pedro dos Crentes,São Pedro dos Crentes,MA,4668,,,1,,,,,18,18,
211160,2111607, São Raimundo das Mangabeiras,São Raimundo das Mangabeiras,MA,18868,1,,4,,1,,1,37,37,
211163,2111631, São Raimundo do Doca Bezerra,São Raimundo do Doca Bezerra,MA,5237,1,,6,,,,,12,12,
211167,2111672,,São Roberto,MA,6719,,,4,,,,,,,
211170,2111706, São Vicente Ferrer,São Vicente Ferrer,MA,22247,,,3,,1,1,1,56,56,
211172,2111722, Satubinha,Satubinha,MA,13914,,,10,,,,,28,28,
211174,2111748, Senador Alexandre Costa,Senador Alexandre Costa,MA,11141,1,,2,,,,,35,35,
211176,2111763,,Senador La Rocque,MA,14293,,,10,,,,,,,
211178,2111789,,Serrano do Maranhão,MA,10253,,,3,,,,,,,
211180,2111805, Sítio Novo,Sítio Novo,MA,18081,,,8,,,,,30,30,
211190,2111904, Sucupira do Norte,Sucupira do Norte,MA,10636,2,,1,,,,,24,22,2
211195,2111953, Sucupira do Riachão,Sucupira do Riachão,MA,5660,1,,4,,,,,16,16,
211200,2112001, Tasso Fragoso,Tasso Fragoso,MA,8521,1,,2,,,,,16,16,
211210,2112100, Timbiras,Timbiras,MA,29124,4,,32,,3,3,1,48,48,
211220,2112209, Timon,Timon,MA,169107,54,,81,8,11,10,5,128,123,5
211223,2112233, Trizidela do Vale,Trizidela do Vale,MA,21998,2,,8,,,,,29,29,
