city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population_2019,is_last,place_type,state,last_update
Importados/Indefinidos,,2,,2020-03-25,,0.0,,True,city,MG,2020-03-26 15:52:13.650364
Bento Gonçalves,4302105,2,1.66038,2020-03-23,,,120454.0,False,city,RS,2020-03-26 15:52:13.650364
Maringá,4115200,2,0.47207,2020-03-25,,0.0,423666.0,True,city,PR,2020-03-26 15:52:13.650364
Rancho Queimado,4214300,2,69.4927,2020-03-25,,0.0,2878.0,True,city,SC,2020-03-26 15:52:13.650364
Serafina Corrêa,4320404,2,11.42727,2020-03-23,,,17502.0,False,city,RS,2020-03-26 15:52:13.650364
Importados/Indefinidos,,2,,2020-03-25,,0.0,,True,city,CE,2020-03-26 15:52:13.650364
Juazeiro,2918407,2,0.92291,2020-03-25,,0.0,216707.0,True,city,BA,2020-03-26 15:52:13.650364
Prado,2925501,2,7.09874,2020-03-25,,0.0,28174.0,True,city,BA,2020-03-26 15:52:13.650364
Santa Maria,4316907,2,0.70891,2020-03-24,,,282123.0,False,city,RS,2020-03-26 15:52:13.650364
Porto Velho,1100205,2,0.37768,2020-03-21,,0.0,529544.0,False,city,RO,2020-03-26 15:52:13.650364
Sapiranga,4319901,2,2.44696,2020-03-25,,,81734.0,True,city,RS,2020-03-26 15:52:13.650364
Parintins,1303403,2,1.75019,2020-03-25,0.5,1.0,114273.0,True,city,AM,2020-03-26 15:52:13.650364
São Luís,2111300,2,0.18151,2020-03-22,,0.0,1101884.0,False,city,MA,2020-03-26 15:52:13.650364
Boa Vista,1400100,2,0.50099,2020-03-21,,0.0,399213.0,False,city,RR,2020-03-26 15:52:13.650364
,14,2,0.33016,2020-03-21,,0.0,605761.0,False,state,RR,2020-03-26 15:52:13.650364
Ivoti,4310801,2,8.23282,2020-03-24,,,24293.0,False,city,RS,2020-03-26 15:52:13.650364
Alvorada,4300604,2,0.951,2020-03-21,,0.0,210305.0,False,city,RS,2020-03-26 15:52:13.650364
Bento Gonçalves,4302105,2,1.66038,2020-03-21,,0.0,120454.0,False,city,RS,2020-03-26 15:52:13.650364
Pinhais,4119152,2,1.51335,2020-03-24,,0.0,132157.0,False,city,PR,2020-03-26 15:52:13.650364
Parintins,1303403,2,1.75019,2020-03-24,0.5,1.0,114273.0,False,city,AM,2020-03-26 15:52:13.650364
Campo Bom,4303905,2,2.99796,2020-03-21,,0.0,66712.0,False,city,RS,2020-03-26 15:52:13.650364
Canoas,4304606,2,0.57701,2020-03-21,,0.0,346616.0,False,city,RS,2020-03-26 15:52:13.650364
Importados/Indefinidos,,2,,2020-03-24,,0.0,,False,city,MG,2020-03-26 15:52:13.650364
Gravatal,4206207,2,17.38979,2020-03-24,,,11501.0,False,city,SC,2020-03-26 15:52:13.650364
Juazeiro,2918407,2,0.92291,2020-03-24,,0.0,216707.0,False,city,BA,2020-03-26 15:52:13.650364
Linhares,3203205,2,1.15237,2020-03-21,,,173555.0,False,city,ES,2020-03-26 15:52:13.650364
Petrolina,2611101,2,0.57283,2020-03-26,,,349145.0,True,city,PE,2020-03-26 15:52:13.650364
Importados/Indefinidos,,2,,2020-03-21,,0.0,,False,city,MG,2020-03-26 15:52:13.650364
Belém,1501402,2,0.13398,2020-03-20,,0.0,1492745.0,False,city,PA,2020-03-26 15:52:13.650364
,15,2,0.02325,2020-03-20,,0.0,8602865.0,False,state,PA,2020-03-26 15:52:13.650364
Aparecida de Goiânia,5201405,2,0.34591,2020-03-24,,0.0,578179.0,False,city,GO,2020-03-26 15:52:13.650364
Porto Velho,1100205,2,0.37768,2020-03-24,,0.0,529544.0,True,city,RO,2020-03-26 15:52:13.650364
Contagem,3118601,2,0.30127,2020-03-24,,,663855.0,False,city,MG,2020-03-26 15:52:13.650364
Linhares,3203205,2,1.15237,2020-03-22,,,173555.0,False,city,ES,2020-03-26 15:52:13.650364
Importados/Indefinidos,,2,,2020-03-24,,0.0,,False,city,RJ,2020-03-26 15:52:13.650364
Alvorada,4300604,2,0.951,2020-03-24,,,210305.0,False,city,RS,2020-03-26 15:52:13.650364
Bento Gonçalves,4302105,2,1.66038,2020-03-24,,,120454.0,False,city,RS,2020-03-26 15:52:13.650364
Prado,2925501,2,7.09874,2020-03-24,,0.0,28174.0,False,city,BA,2020-03-26 15:52:13.650364
Campo Bom,4303905,2,2.99796,2020-03-24,,,66712.0,False,city,RS,2020-03-26 15:52:13.650364
Capão da Canoa,4304630,2,3.7701,2020-03-24,,,53049.0,False,city,RS,2020-03-26 15:52:13.650364
Coronel Fabriciano,3119401,2,1.82058,2020-03-21,,0.0,109855.0,False,city,MG,2020-03-26 15:52:13.650364
Caxias do Sul,4305108,2,0.39146,2020-03-24,,,510906.0,False,city,RS,2020-03-26 15:52:13.650364
,21,2,0.02827,2020-03-21,,0.0,7075181.0,False,state,MA,2020-03-26 15:52:13.650364
São Luís,2111300,2,0.18151,2020-03-21,,0.0,1101884.0,False,city,MA,2020-03-26 15:52:13.650364
Importados/Indefinidos,,2,,2020-03-24,,0.0,,False,city,CE,2020-03-26 15:52:13.650364
Parnamirim,2403251,2,0.76491,2020-03-21,,0.0,261469.0,False,city,RN,2020-03-26 15:52:13.650364
Valparaíso de Goiás,5221858,2,1.18717,2020-03-24,,0.0,168468.0,False,city,GO,2020-03-26 15:52:13.650364
,21,2,0.02827,2020-03-22,,0.0,7075181.0,False,state,MA,2020-03-26 15:52:13.650364
Caxias do Sul,4305108,2,0.39146,2020-03-21,,0.0,510906.0,False,city,RS,2020-03-26 15:52:13.650364
Sapiranga,4319901,2,2.44696,2020-03-21,,0.0,81734.0,False,city,RS,2020-03-26 15:52:13.650364
Sete Lagoas,3167202,2,0.83459,2020-03-24,,0.0,239639.0,False,city,MG,2020-03-26 15:52:13.650364
Olinda,2609600,2,0.50958,2020-03-24,,,392482.0,False,city,PE,2020-03-26 15:52:13.650364
Taquara,4321204,2,3.48032,2020-03-21,,0.0,57466.0,False,city,RS,2020-03-26 15:52:13.650364
Pinhais,4119152,2,1.51335,2020-03-22,,0.0,132157.0,False,city,PR,2020-03-26 15:52:13.650364
Várzea Grande,5108402,2,0.70183,2020-03-25,,,284971.0,True,city,MT,2020-03-26 15:52:13.650364
Porto Belo,4213500,2,9.35104,2020-03-25,,0.0,21388.0,True,city,SC,2020-03-26 15:52:13.650364
,51,2,0.0574,2020-03-22,,,3484466.0,False,state,MT,2020-03-26 15:52:13.650364
Chapecó,4204202,2,0.90758,2020-03-21,,,220367.0,False,city,SC,2020-03-26 15:52:13.650364
Jaraguá do Sul,4208906,2,1.12551,2020-03-25,,0.0,177697.0,True,city,SC,2020-03-26 15:52:13.650364
Jaguaruna,4208807,2,9.98801,2020-03-25,,0.0,20024.0,True,city,SC,2020-03-26 15:52:13.650364
Chapecó,4204202,2,0.90758,2020-03-25,,0.0,220367.0,True,city,SC,2020-03-26 15:52:13.650364
Prado,2925501,2,7.09874,2020-03-23,,0.0,28174.0,False,city,BA,2020-03-26 15:52:13.650364
João Pessoa,2507507,2,0.24721,2020-03-24,,0.0,809015.0,False,city,PB,2020-03-26 15:52:13.650364
Cianorte,4105508,2,2.42072,2020-03-20,,0.0,82620.0,False,city,PR,2020-03-26 15:52:13.650364
Camboriú,4203204,2,2.40996,2020-03-25,,0.0,82989.0,True,city,SC,2020-03-26 15:52:13.650364
Imbituba,4207304,2,4.45901,2020-03-21,,,44853.0,False,city,SC,2020-03-26 15:52:13.650364
Importados/Indefinidos,,2,,2020-03-23,,0.0,,False,city,CE,2020-03-26 15:52:13.650364
Mariana,3140001,2,3.29359,2020-03-24,,0.0,60724.0,False,city,MG,2020-03-26 15:52:13.650364
Propriá,2805703,2,6.75083,2020-03-25,,0.0,29626.0,True,city,SE,2020-03-26 15:52:13.650364
,15,2,0.02325,2020-03-21,,0.0,8602865.0,False,state,PA,2020-03-26 15:52:13.650364
Carapicuíba,3510609,2,0.49884,2020-03-25,,0.0,400927.0,True,city,SP,2020-03-26 15:52:13.650364
Jaguaruna,4208807,2,9.98801,2020-03-24,,,20024.0,False,city,SC,2020-03-26 15:52:13.650364
Belém,1501402,2,0.13398,2020-03-21,,0.0,1492745.0,False,city,PA,2020-03-26 15:52:13.650364
Jaraguá do Sul,4208906,2,1.12551,2020-03-24,,,177697.0,False,city,SC,2020-03-26 15:52:13.650364
São Sebastião,3550704,2,2.2477,2020-03-25,,0.0,88980.0,True,city,SP,2020-03-26 15:52:13.650364
São José dos Campos,3549904,2,0.27703,2020-03-25,,0.0,721944.0,True,city,SP,2020-03-26 15:52:13.650364
Prado,2925501,2,7.09874,2020-03-21,,0.0,28174.0,False,city,BA,2020-03-26 15:52:13.650364
Porto Belo,4213500,2,9.35104,2020-03-24,,,21388.0,False,city,SC,2020-03-26 15:52:13.650364
Rancho Queimado,4214300,2,69.4927,2020-03-24,,,2878.0,False,city,SC,2020-03-26 15:52:13.650364
Cianorte,4105508,2,2.42072,2020-03-21,,0.0,82620.0,False,city,PR,2020-03-26 15:52:13.650364
Prado,2925501,2,7.09874,2020-03-22,,0.0,28174.0,False,city,BA,2020-03-26 15:52:13.650364
Anápolis,5201108,2,0.5169,2020-03-22,,0.0,386923.0,False,city,GO,2020-03-26 15:52:13.650364
Propriá,2805703,2,6.75083,2020-03-24,,,29626.0,False,city,SE,2020-03-26 15:52:13.650364
Mauá,3529401,2,0.42291,2020-03-25,,0.0,472912.0,True,city,SP,2020-03-26 15:52:13.650364
Cascavel,4104808,2,0.60891,2020-03-24,,0.0,328454.0,False,city,PR,2020-03-26 15:52:13.650364
Ivoti,4310801,2,8.23282,2020-03-21,,0.0,24293.0,False,city,RS,2020-03-26 15:52:13.650364
Hortolândia,3519071,2,0.86636,2020-03-25,,0.0,230851.0,True,city,SP,2020-03-26 15:52:13.650364
Sant'Ana do Livramento,4317103,2,2.59649,2020-03-21,,0.0,77027.0,False,city,RS,2020-03-26 15:52:13.650364
Campo Largo,4104204,1,0.75756,2020-03-20,,0.0,132002.0,False,city,PR,2020-03-26 15:52:13.650364
Cachoeiro de Itapemirim,3201209,1,0.47853,2020-03-20,,,208972.0,False,city,ES,2020-03-26 15:52:13.650364
,25,1,0.02489,2020-03-20,,0.0,4018127.0,False,state,PB,2020-03-26 15:52:13.650364
Olinda,2609600,1,0.25479,2020-03-22,,,392482.0,False,city,PE,2020-03-26 15:52:13.650364
João Pessoa,2507507,1,0.12361,2020-03-20,,0.0,809015.0,False,city,PB,2020-03-26 15:52:13.650364
Ponta Grossa,4119905,1,0.2843,2020-03-22,,0.0,351736.0,False,city,PR,2020-03-26 15:52:13.650364
,51,1,0.0287,2020-03-20,,,3484466.0,False,state,MT,2020-03-26 15:52:13.650364
Cuiabá,5103403,1,0.16325,2020-03-20,,,612547.0,False,city,MT,2020-03-26 15:52:13.650364
Divinópolis,3122306,1,0.41976,2020-03-20,,0.0,238230.0,False,city,MG,2020-03-26 15:52:13.650364
Ipatinga,3131307,1,0.37964,2020-03-20,,0.0,263410.0,False,city,MG,2020-03-26 15:52:13.650364
Coronel Fabriciano,3119401,1,0.91029,2020-03-20,,0.0,109855.0,False,city,MG,2020-03-26 15:52:13.650364
,21,1,0.01413,2020-03-20,,0.0,7075181.0,False,state,MA,2020-03-26 15:52:13.650364
São Luís,2111300,1,0.09075,2020-03-20,,0.0,1101884.0,False,city,MA,2020-03-26 15:52:13.650364
Pato Branco,4118501,1,1.20655,2020-03-22,,0.0,82881.0,False,city,PR,2020-03-26 15:52:13.650364
Maringá,4115200,1,0.23603,2020-03-22,,0.0,423666.0,False,city,PR,2020-03-26 15:52:13.650364
Mariana,3140001,1,1.6468,2020-03-20,,0.0,60724.0,False,city,MG,2020-03-26 15:52:13.650364
Guaíra,4108809,1,3.01941,2020-03-22,,0.0,33119.0,False,city,PR,2020-03-26 15:52:13.650364
Patrocínio,3148103,1,1.10184,2020-03-20,,0.0,90757.0,False,city,MG,2020-03-26 15:52:13.650364
Jataí,5211909,1,0.99126,2020-03-20,,0.0,100882.0,False,city,GO,2020-03-26 15:52:13.650364
Poços de Caldas,3151800,1,0.59738,2020-03-20,,0.0,167397.0,False,city,MG,2020-03-26 15:52:13.650364
Sete Lagoas,3167202,1,0.41729,2020-03-20,,0.0,239639.0,False,city,MG,2020-03-26 15:52:13.650364
Importados/Indefinidos,,1,,2020-03-20,,0.0,,False,city,GO,2020-03-26 15:52:13.650364
Barra Mansa,3300407,1,0.54226,2020-03-22,,0.0,184412.0,False,city,RJ,2020-03-26 15:52:13.650364
Guapimirim,3301850,1,1.65243,2020-03-22,,0.0,60517.0,False,city,RJ,2020-03-26 15:52:13.650364
Uberaba,3170107,1,0.2996,2020-03-20,,0.0,333783.0,False,city,MG,2020-03-26 15:52:13.650364
Colombo,4105805,1,0.4103,2020-03-22,,0.0,243726.0,False,city,PR,2020-03-26 15:52:13.650364
Miguel Pereira,3302908,1,3.91573,2020-03-22,1.0,1.0,25538.0,False,city,RJ,2020-03-26 15:52:13.650364
Campo Largo,4104204,1,0.75756,2020-03-22,,0.0,132002.0,False,city,PR,2020-03-26 15:52:13.650364
Sidrolândia,5007901,1,1.73415,2020-03-20,,,57665.0,False,city,MS,2020-03-26 15:52:13.650364
Linhares,3203205,1,0.57619,2020-03-20,,,173555.0,False,city,ES,2020-03-26 15:52:13.650364
Cariacica,3201308,1,0.26227,2020-03-20,,,381285.0,False,city,ES,2020-03-26 15:52:13.650364
Uberlândia,3170206,1,0.14465,2020-03-20,,0.0,691305.0,False,city,MG,2020-03-26 15:52:13.650364
Jaguaruna,4208807,1,4.99401,2020-03-22,,,20024.0,False,city,SC,2020-03-26 15:52:13.650364
Mossoró,2408003,1,0.33627,2020-03-22,,0.0,297378.0,False,city,RN,2020-03-26 15:52:13.650364
,16,1,0.11824,2020-03-21,,0.0,845731.0,False,state,AP,2020-03-26 15:52:13.650364
Miguel Pereira,3302908,1,3.91573,2020-03-21,1.0,1.0,25538.0,False,city,RJ,2020-03-26 15:52:13.650364
Ipatinga,3131307,1,0.37964,2020-03-21,,0.0,263410.0,False,city,MG,2020-03-26 15:52:13.650364
Divinópolis,3122306,1,0.41976,2020-03-21,,0.0,238230.0,False,city,MG,2020-03-26 15:52:13.650364
Mossoró,2408003,1,0.33627,2020-03-21,,0.0,297378.0,False,city,RN,2020-03-26 15:52:13.650364
Cariacica,3201308,1,0.26227,2020-03-21,,,381285.0,False,city,ES,2020-03-26 15:52:13.650364
Cachoeiro de Itapemirim,3201209,1,0.47853,2020-03-21,,,208972.0,False,city,ES,2020-03-26 15:52:13.650364
Ji-Paraná,1100122,1,0.77538,2020-03-21,,0.0,128969.0,False,city,RO,2020-03-26 15:52:13.650364
Sobral,2312908,1,0.47862,2020-03-21,,0.0,208935.0,False,city,CE,2020-03-26 15:52:13.650364
Juazeiro do Norte,2307304,1,0.36469,2020-03-21,,0.0,274207.0,False,city,CE,2020-03-26 15:52:13.650364
Importados/Indefinidos,,1,,2020-03-21,,0.0,,False,city,CE,2020-03-26 15:52:13.650364
Fortim,2304459,1,6.06796,2020-03-21,,0.0,16480.0,False,city,CE,2020-03-26 15:52:13.650364
Carlos Barbosa,4304804,1,3.35199,2020-03-21,,0.0,29833.0,False,city,RS,2020-03-26 15:52:13.650364
Charqueadas,4305355,1,2.45164,2020-03-21,,0.0,40789.0,False,city,RS,2020-03-26 15:52:13.650364
Dois Irmãos,4306403,1,3.06082,2020-03-21,,0.0,32671.0,False,city,RS,2020-03-26 15:52:13.650364
Eldorado do Sul,4306767,1,2.42219,2020-03-21,,0.0,41285.0,False,city,RS,2020-03-26 15:52:13.650364
Estrela,4307807,1,2.93118,2020-03-21,,0.0,34116.0,False,city,RS,2020-03-26 15:52:13.650364
Itabuna,2914802,1,0.46899,2020-03-21,,0.0,213223.0,False,city,BA,2020-03-26 15:52:13.650364
Guapimirim,3301850,1,1.65243,2020-03-21,,0.0,60517.0,False,city,RJ,2020-03-26 15:52:13.650364
Mariana,3140001,1,1.6468,2020-03-21,,0.0,60724.0,False,city,MG,2020-03-26 15:52:13.650364
Barra Mansa,3300407,1,0.54226,2020-03-21,,0.0,184412.0,False,city,RJ,2020-03-26 15:52:13.650364
Sidrolândia,5007901,1,1.73415,2020-03-21,,,57665.0,False,city,MS,2020-03-26 15:52:13.650364
,25,1,0.02489,2020-03-22,,0.0,4018127.0,False,state,PB,2020-03-26 15:52:13.650364
Belo Jardim,2601706,1,1.30823,2020-03-21,,,76439.0,False,city,PE,2020-03-26 15:52:13.650364
,25,1,0.02489,2020-03-21,,0.0,4018127.0,False,state,PB,2020-03-26 15:52:13.650364
João Pessoa,2507507,1,0.12361,2020-03-21,,0.0,809015.0,False,city,PB,2020-03-26 15:52:13.650364
Campo Largo,4104204,1,0.75756,2020-03-21,,0.0,132002.0,False,city,PR,2020-03-26 15:52:13.650364
Foz do Iguaçu,4108304,1,0.3868,2020-03-21,,0.0,258532.0,False,city,PR,2020-03-26 15:52:13.650364
Guaíra,4108809,1,3.01941,2020-03-21,,0.0,33119.0,False,city,PR,2020-03-26 15:52:13.650364
Ponta Porã,5006606,1,1.08078,2020-03-21,,,92526.0,False,city,MS,2020-03-26 15:52:13.650364
Umuarama,4128104,1,0.8964,2020-03-21,,0.0,111557.0,False,city,PR,2020-03-26 15:52:13.650364
Maringá,4115200,1,0.23603,2020-03-21,,0.0,423666.0,False,city,PR,2020-03-26 15:52:13.650364
Pato Branco,4118501,1,1.20655,2020-03-21,,0.0,82881.0,False,city,PR,2020-03-26 15:52:13.650364
Sete Lagoas,3167202,1,0.41729,2020-03-21,,0.0,239639.0,False,city,MG,2020-03-26 15:52:13.650364
São João del Rei,3162500,1,1.1101,2020-03-21,,0.0,90082.0,False,city,MG,2020-03-26 15:52:13.650364
Poços de Caldas,3151800,1,0.59738,2020-03-21,,0.0,167397.0,False,city,MG,2020-03-26 15:52:13.650364
Patrocínio,3148103,1,1.10184,2020-03-21,,0.0,90757.0,False,city,MG,2020-03-26 15:52:13.650364
Ponta Grossa,4119905,1,0.2843,2020-03-21,,0.0,351736.0,False,city,PR,2020-03-26 15:52:13.650364
Camaçari,2905701,1,0.3343,2020-03-21,,0.0,299132.0,False,city,BA,2020-03-26 15:52:13.650364
Macapá,1600303,1,0.19868,2020-03-21,,0.0,503327.0,False,city,AP,2020-03-26 15:52:13.650364
Sobral,2312908,1,0.47862,2020-03-20,,0.0,208935.0,False,city,CE,2020-03-26 15:52:13.650364
Farroupilha,4307906,1,1.38253,2020-03-21,,0.0,72331.0,False,city,RS,2020-03-26 15:52:13.650364
Serafina Corrêa,4320404,1,5.71363,2020-03-22,,,17502.0,False,city,RS,2020-03-26 15:52:13.650364
Prado,2925501,1,3.54937,2020-03-20,,0.0,28174.0,False,city,BA,2020-03-26 15:52:13.650364
São Leopoldo,4318705,1,0.42223,2020-03-22,,,236835.0,False,city,RS,2020-03-26 15:52:13.650364
Santo Antônio da Patrulha,4317608,1,2.33133,2020-03-22,,,42894.0,False,city,RS,2020-03-26 15:52:13.650364
Santa Maria,4316907,1,0.35446,2020-03-22,,,282123.0,False,city,RS,2020-03-26 15:52:13.650364
Aquiraz,2301000,1,1.24578,2020-03-20,,0.0,80271.0,False,city,CE,2020-03-26 15:52:13.650364
Farroupilha,4307906,1,1.38253,2020-03-22,,,72331.0,False,city,RS,2020-03-26 15:52:13.650364
Fortim,2304459,1,6.06796,2020-03-20,,0.0,16480.0,False,city,CE,2020-03-26 15:52:13.650364
Estrela,4307807,1,2.93118,2020-03-22,,,34116.0,False,city,RS,2020-03-26 15:52:13.650364
Estância Velha,4307609,1,1.99912,2020-03-22,,,50022.0,False,city,RS,2020-03-26 15:52:13.650364
Eldorado do Sul,4306767,1,2.42219,2020-03-22,,,41285.0,False,city,RS,2020-03-26 15:52:13.650364
Dois Irmãos,4306403,1,3.06082,2020-03-22,,,32671.0,False,city,RS,2020-03-26 15:52:13.650364
Charqueadas,4305355,1,2.45164,2020-03-22,,,40789.0,False,city,RS,2020-03-26 15:52:13.650364
Carlos Barbosa,4304804,1,3.35199,2020-03-22,,,29833.0,False,city,RS,2020-03-26 15:52:13.650364
Importados/Indefinidos,,1,,2020-03-20,,0.0,,False,city,CE,2020-03-26 15:52:13.650364
Juazeiro do Norte,2307304,1,0.36469,2020-03-20,,0.0,274207.0,False,city,CE,2020-03-26 15:52:13.650364
Ji-Paraná,1100122,1,0.77538,2020-03-22,,0.0,128969.0,False,city,RO,2020-03-26 15:52:13.650364
Itabuna,2914802,1,0.46899,2020-03-20,,0.0,213223.0,False,city,BA,2020-03-26 15:52:13.650364
Torres,4321501,1,2.58184,2020-03-22,,,38732.0,False,city,RS,2020-03-26 15:52:13.650364
Camaçari,2905701,1,0.3343,2020-03-20,,0.0,299132.0,False,city,BA,2020-03-26 15:52:13.650364
Navegantes,4211306,1,1.22737,2020-03-21,,,81475.0,False,city,SC,2020-03-26 15:52:13.650364
Lajeado,4311403,1,1.19028,2020-03-21,,0.0,84014.0,False,city,RS,2020-03-26 15:52:13.650364
São Leopoldo,4318705,1,0.42223,2020-03-21,,0.0,236835.0,False,city,RS,2020-03-26 15:52:13.650364
Serafina Corrêa,4320404,1,5.71363,2020-03-21,,0.0,17502.0,False,city,RS,2020-03-26 15:52:13.650364
Torres,4321501,1,2.58184,2020-03-21,,0.0,38732.0,False,city,RS,2020-03-26 15:52:13.650364
Gravatal,4206207,1,8.6949,2020-03-21,,,11501.0,False,city,SC,2020-03-26 15:52:13.650364
Jaguaruna,4208807,1,4.99401,2020-03-21,,,20024.0,False,city,SC,2020-03-26 15:52:13.650364
Jaraguá do Sul,4208906,1,0.56276,2020-03-21,,,177697.0,False,city,SC,2020-03-26 15:52:13.650364
Pomerode,4213203,1,2.9898,2020-03-22,,,33447.0,False,city,SC,2020-03-26 15:52:13.650364
,16,1,0.11824,2020-03-20,,0.0,845731.0,False,state,AP,2020-03-26 15:52:13.650364
Navegantes,4211306,1,1.22737,2020-03-22,,,81475.0,False,city,SC,2020-03-26 15:52:13.650364
Lages,4209300,1,0.63474,2020-03-22,,,157544.0,False,city,SC,2020-03-26 15:52:13.650364
Pomerode,4213203,1,2.9898,2020-03-21,,,33447.0,False,city,SC,2020-03-26 15:52:13.650364
Jaraguá do Sul,4208906,1,0.56276,2020-03-22,,,177697.0,False,city,SC,2020-03-26 15:52:13.650364
Nossa Senhora da Glória,2804508,1,2.70827,2020-03-21,,0.0,36924.0,False,city,SE,2020-03-26 15:52:13.650364
Gravatal,4206207,1,8.6949,2020-03-22,,,11501.0,False,city,SC,2020-03-26 15:52:13.650364
Macapá,1600303,1,0.19868,2020-03-20,,0.0,503327.0,False,city,AP,2020-03-26 15:52:13.650364
Belo Jardim,2601706,1,1.30823,2020-03-22,,,76439.0,False,city,PE,2020-03-26 15:52:13.650364
Igaracy,2502607,1,16.34788,2020-03-26,,0.0,6117.0,True,city,PB,2020-03-26 15:52:13.650364
João Pessoa,2507507,1,0.12361,2020-03-22,,0.0,809015.0,False,city,PB,2020-03-26 15:52:13.650364
Gravataí,4309209,1,0.35522,2020-03-25,,,281519.0,True,city,RS,2020-03-26 15:52:13.650364
Barueri,3505708,1,0.36472,2020-03-25,,0.0,274182.0,True,city,SP,2020-03-26 15:52:13.650364
Caieiras,3509007,1,0.98551,2020-03-25,,0.0,101470.0,True,city,SP,2020-03-26 15:52:13.650364
Embu das Artes,3515004,1,0.36533,2020-03-25,,0.0,273726.0,True,city,SP,2020-03-26 15:52:13.650364
Ferraz de Vasconcelos,3515707,1,0.51473,2020-03-25,,0.0,194276.0,True,city,SP,2020-03-26 15:52:13.650364
Iracemápolis,3521408,1,4.12626,2020-03-25,,0.0,24235.0,True,city,SP,2020-03-26 15:52:13.650364
Jaguariúna,3524709,1,1.73949,2020-03-25,,0.0,57488.0,True,city,SP,2020-03-26 15:52:13.650364
Jundiaí,3525904,1,0.23869,2020-03-25,,0.0,418962.0,True,city,SP,2020-03-26 15:52:13.650364
Poá,3539806,1,0.85141,2020-03-25,,0.0,117452.0,True,city,SP,2020-03-26 15:52:13.650364
Ribeirão Pires,3543303,1,0.81042,2020-03-25,,0.0,123393.0,True,city,SP,2020-03-26 15:52:13.650364
Rio Claro,3543907,1,0.48444,2020-03-25,,0.0,206424.0,True,city,SP,2020-03-26 15:52:13.650364
São José do Rio Preto,3549805,1,0.21707,2020-03-25,,0.0,460671.0,True,city,SP,2020-03-26 15:52:13.650364
Suzano,3552502,1,0.33598,2020-03-25,,0.0,297637.0,True,city,SP,2020-03-26 15:52:13.650364
Taboão da Serra,3552809,1,0.34523,2020-03-25,1.0,1.0,289664.0,True,city,SP,2020-03-26 15:52:13.650364
Taubaté,3554102,1,0.31754,2020-03-25,,0.0,314924.0,True,city,SP,2020-03-26 15:52:13.650364
Valinhos,3556206,1,0.77404,2020-03-25,,0.0,129193.0,True,city,SP,2020-03-26 15:52:13.650364
Nossa Senhora da Glória,2804508,1,2.70827,2020-03-25,,0.0,36924.0,True,city,SE,2020-03-26 15:52:13.650364
Tijucas,4218004,1,2.60369,2020-03-25,,0.0,38407.0,True,city,SC,2020-03-26 15:52:13.650364
São Pedro de Alcântara,4217253,1,17.17328,2020-03-25,,0.0,5823.0,True,city,SC,2020-03-26 15:52:13.650364
Viamão,4323002,1,0.39181,2020-03-25,,,255224.0,True,city,RS,2020-03-26 15:52:13.650364
Paraí,4314001,1,13.05995,2020-03-25,,,7657.0,True,city,RS,2020-03-26 15:52:13.650364
Pelotas,4314407,1,0.29205,2020-03-25,,,342405.0,True,city,RS,2020-03-26 15:52:13.650364
Santiago,4317400,1,2.02327,2020-03-25,,,49425.0,True,city,RS,2020-03-26 15:52:13.650364
Santo Antônio da Patrulha,4317608,1,2.33133,2020-03-25,,,42894.0,True,city,RS,2020-03-26 15:52:13.650364
São Leopoldo,4318705,1,0.42223,2020-03-25,,,236835.0,True,city,RS,2020-03-26 15:52:13.650364
Taquara,4321204,1,1.74016,2020-03-25,,,57466.0,True,city,RS,2020-03-26 15:52:13.650364
Balneário Arroio do Silva,4201950,1,7.65052,2020-03-25,,0.0,13071.0,True,city,SC,2020-03-26 15:52:13.650364
São Ludgero,4217006,1,7.45712,2020-03-25,,0.0,13410.0,True,city,SC,2020-03-26 15:52:13.650364
Canelinha,4203709,1,8.16993,2020-03-25,,0.0,12240.0,True,city,SC,2020-03-26 15:52:13.650364
Gaspar,4205902,1,1.43598,2020-03-25,,0.0,69639.0,True,city,SC,2020-03-26 15:52:13.650364
Içara,4207007,1,1.77239,2020-03-25,,0.0,56421.0,True,city,SC,2020-03-26 15:52:13.650364
Lages,4209300,1,0.63474,2020-03-25,,0.0,157544.0,True,city,SC,2020-03-26 15:52:13.650364
Laguna,4209409,1,2.18274,2020-03-25,,0.0,45814.0,True,city,SC,2020-03-26 15:52:13.650364
Pomerode,4213203,1,2.9898,2020-03-25,,0.0,33447.0,True,city,SC,2020-03-26 15:52:13.650364
Macapá,1600303,1,0.19868,2020-03-24,,0.0,503327.0,False,city,AP,2020-03-26 15:52:13.650364
,16,1,0.11824,2020-03-24,,0.0,845731.0,False,state,AP,2020-03-26 15:52:13.650364
Barreiras,2903201,1,0.64334,2020-03-24,,0.0,155439.0,False,city,BA,2020-03-26 15:52:13.650364
Poços de Caldas,3151800,1,0.59738,2020-03-24,,0.0,167397.0,False,city,MG,2020-03-26 15:52:13.650364
Campos Altos,3111507,1,6.46789,2020-03-24,,,15461.0,False,city,MG,2020-03-26 15:52:13.650364
Coronel Fabriciano,3119401,1,0.91029,2020-03-24,,0.0,109855.0,False,city,MG,2020-03-26 15:52:13.650364
Divinópolis,3122306,1,0.41976,2020-03-24,,0.0,238230.0,False,city,MG,2020-03-26 15:52:13.650364
