city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population_2019,is_last,place_type,state,last_update
Importados/Indefinidos,,7,,2020-03-21,,,,False,city,AM,2020-03-26 15:52:13.650364
Balneário Camboriú,4202008,7,4.91936,2020-03-25,,0.0,142295.0,True,city,SC,2020-03-26 15:52:13.650364
Nova Lima,3144805,7,7.37704,2020-03-24,,0.0,94889.0,False,city,MG,2020-03-26 15:52:13.650364
,27,7,0.20975,2020-03-22,,0.0,3337357.0,False,state,AL,2020-03-26 15:52:13.650364
Porto Seguro,2925303,7,4.70791,2020-03-22,,0.0,148686.0,False,city,BA,2020-03-26 15:52:13.650364
,17,7,0.44505,2020-03-23,,,1572866.0,False,state,TO,2020-03-26 15:52:13.650364
Palmas,1721000,7,2.34014,2020-03-23,,,299127.0,False,city,TO,2020-03-26 15:52:13.650364
Tubarão,4218707,7,6.62339,2020-03-23,,,105686.0,False,city,SC,2020-03-26 15:52:13.650364
,17,7,0.44505,2020-03-24,,,1572866.0,False,state,TO,2020-03-26 15:52:13.650364
Aracaju,2800308,7,1.06543,2020-03-21,,0.0,657013.0,False,city,SE,2020-03-26 15:52:13.650364
Palmas,1721000,7,2.34014,2020-03-24,,,299127.0,False,city,TO,2020-03-26 15:52:13.650364
Itajaí,4208203,7,3.18854,2020-03-23,,,219536.0,False,city,SC,2020-03-26 15:52:13.650364
Rio Verde,5218805,6,2.54618,2020-03-25,,0.0,235647.0,True,city,GO,2020-03-26 15:52:13.650364
Natal,2408102,6,0.67864,2020-03-21,,0.0,884122.0,False,city,RN,2020-03-26 15:52:13.650364
Cianorte,4105508,6,7.26216,2020-03-23,,0.0,82620.0,False,city,PR,2020-03-26 15:52:13.650364
Cianorte,4105508,6,7.26216,2020-03-25,,0.0,82620.0,True,city,PR,2020-03-26 15:52:13.650364
Vitória,3205309,6,1.65701,2020-03-20,,,362097.0,False,city,ES,2020-03-26 15:52:13.650364
Aquiraz,2301000,6,7.47468,2020-03-24,,0.0,80271.0,False,city,CE,2020-03-26 15:52:13.650364
Teresina,2211001,6,0.69377,2020-03-22,,,864845.0,False,city,PI,2020-03-26 15:52:13.650364
,22,6,0.18331,2020-03-22,,,3273227.0,False,state,PI,2020-03-26 15:52:13.650364
Canoas,4304606,6,1.73102,2020-03-24,,,346616.0,False,city,RS,2020-03-26 15:52:13.650364
Balneário Camboriú,4202008,6,4.21659,2020-03-23,,,142295.0,False,city,SC,2020-03-26 15:52:13.650364
Cianorte,4105508,6,7.26216,2020-03-24,,0.0,82620.0,False,city,PR,2020-03-26 15:52:13.650364
Aquiraz,2301000,6,7.47468,2020-03-25,,0.0,80271.0,True,city,CE,2020-03-26 15:52:13.650364
,51,6,0.17219,2020-03-23,,,3484466.0,False,state,MT,2020-03-26 15:52:13.650364
Feira de Santana,2910800,6,0.97581,2020-03-22,,0.0,614872.0,False,city,BA,2020-03-26 15:52:13.650364
Cuiabá,5103403,6,0.97952,2020-03-25,,,612547.0,True,city,MT,2020-03-26 15:52:13.650364
Balneário Camboriú,4202008,6,4.21659,2020-03-21,,,142295.0,False,city,SC,2020-03-26 15:52:13.650364
Braço do Norte,4202800,6,17.93722,2020-03-21,,,33450.0,False,city,SC,2020-03-26 15:52:13.650364
Itajaí,4208203,6,2.73304,2020-03-21,,,219536.0,False,city,SC,2020-03-26 15:52:13.650364
Volta Redonda,3306305,6,2.19771,2020-03-25,,0.0,273012.0,True,city,RJ,2020-03-26 15:52:13.650364
Feira de Santana,2910800,6,0.97581,2020-03-21,,0.0,614872.0,False,city,BA,2020-03-26 15:52:13.650364
São José,4216602,6,2.43323,2020-03-24,,,246586.0,False,city,SC,2020-03-26 15:52:13.650364
Maceió,2704302,6,0.58884,2020-03-20,,0.0,1018948.0,False,city,AL,2020-03-26 15:52:13.650364
,27,6,0.17978,2020-03-20,,0.0,3337357.0,False,state,AL,2020-03-26 15:52:13.650364
Canoas,4304606,6,1.73102,2020-03-25,,,346616.0,True,city,RS,2020-03-26 15:52:13.650364
Importados/Indefinidos,,6,,2020-03-20,,,,False,city,AM,2020-03-26 15:52:13.650364
Feira de Santana,2910800,6,0.97581,2020-03-23,,0.0,614872.0,False,city,BA,2020-03-26 15:52:13.650364
Cotia,3513009,6,2.40761,2020-03-25,,0.0,249210.0,True,city,SP,2020-03-26 15:52:13.650364
Blumenau,4202404,6,1.67974,2020-03-22,,,357199.0,False,city,SC,2020-03-26 15:52:13.650364
Tubarão,4218707,6,5.67719,2020-03-22,,,105686.0,False,city,SC,2020-03-26 15:52:13.650364
Balneário Camboriú,4202008,6,4.21659,2020-03-22,,,142295.0,False,city,SC,2020-03-26 15:52:13.650364
Criciúma,4204608,6,2.78829,2020-03-21,,,215186.0,False,city,SC,2020-03-26 15:52:13.650364
Aquiraz,2301000,6,7.47468,2020-03-23,,0.0,80271.0,False,city,CE,2020-03-26 15:52:13.650364
Feira de Santana,2910800,6,0.97581,2020-03-20,,0.0,614872.0,False,city,BA,2020-03-26 15:52:13.650364
Torres,4321501,6,15.49107,2020-03-25,,,38732.0,True,city,RS,2020-03-26 15:52:13.650364
Uberlândia,3170206,6,0.86792,2020-03-23,,0.0,691305.0,False,city,MG,2020-03-26 15:52:13.650364
Tubarão,4218707,6,5.67719,2020-03-21,,,105686.0,False,city,SC,2020-03-26 15:52:13.650364
Guarulhos,3518800,5,0.36253,2020-03-25,0.2,1.0,1379182.0,True,city,SP,2020-03-26 15:52:13.650364
Rio Verde,5218805,5,2.12182,2020-03-23,,0.0,235647.0,False,city,GO,2020-03-26 15:52:13.650364
Palmas,1721000,5,1.67153,2020-03-22,,,299127.0,False,city,TO,2020-03-26 15:52:13.650364
Joinville,4209102,5,0.84679,2020-03-25,,0.0,590466.0,True,city,SC,2020-03-26 15:52:13.650364
Juiz de Fora,3136702,5,0.87893,2020-03-20,,0.0,568873.0,False,city,MG,2020-03-26 15:52:13.650364
Aquiraz,2301000,5,6.2289,2020-03-22,,0.0,80271.0,False,city,CE,2020-03-26 15:52:13.650364
,17,5,0.31789,2020-03-22,,,1572866.0,False,state,TO,2020-03-26 15:52:13.650364
Importados/Indefinidos,,5,,2020-03-24,,0.0,,False,city,PR,2020-03-26 15:52:13.650364
,15,5,0.05812,2020-03-23,,0.0,8602865.0,False,state,PA,2020-03-26 15:52:13.650364
Lajeado,4311403,5,5.95139,2020-03-25,,,84014.0,True,city,RS,2020-03-26 15:52:13.650364
São José,4216602,5,2.02769,2020-03-25,,0.0,246586.0,True,city,SC,2020-03-26 15:52:13.650364
Rio Verde,5218805,5,2.12182,2020-03-24,,0.0,235647.0,False,city,GO,2020-03-26 15:52:13.650364
Rio Verde,5218805,5,2.12182,2020-03-22,,0.0,235647.0,False,city,GO,2020-03-26 15:52:13.650364
,15,5,0.05812,2020-03-24,,0.0,8602865.0,False,state,PA,2020-03-26 15:52:13.650364
Cuiabá,5103403,5,0.81626,2020-03-23,,,612547.0,False,city,MT,2020-03-26 15:52:13.650364
Lajeado,4311403,5,5.95139,2020-03-24,,,84014.0,False,city,RS,2020-03-26 15:52:13.650364
Foz do Iguaçu,4108304,5,1.934,2020-03-25,,0.0,258532.0,True,city,PR,2020-03-26 15:52:13.650364
,25,5,0.12444,2020-03-26,,0.0,4018127.0,True,state,PB,2020-03-26 15:52:13.650364
Cuiabá,5103403,5,0.81626,2020-03-24,,,612547.0,False,city,MT,2020-03-26 15:52:13.650364
Canoas,4304606,5,1.44252,2020-03-23,,,346616.0,False,city,RS,2020-03-26 15:52:13.650364
Importados/Indefinidos,,5,,2020-03-25,,,,False,city,PE,2020-03-26 15:52:13.650364
,25,5,0.12444,2020-03-25,,0.0,4018127.0,False,state,PB,2020-03-26 15:52:13.650364
,11,5,0.28134,2020-03-25,,0.0,1777225.0,True,state,RO,2020-03-26 15:52:13.650364
Importados/Indefinidos,,5,,2020-03-26,0.2,1.0,,True,city,PE,2020-03-26 15:52:13.650364
Porto Seguro,2925303,5,3.36279,2020-03-21,,0.0,148686.0,False,city,BA,2020-03-26 15:52:13.650364
Belém,1501402,4,0.26796,2020-03-22,,0.0,1492745.0,False,city,PA,2020-03-26 15:52:13.650364
,15,4,0.0465,2020-03-22,,0.0,8602865.0,False,state,PA,2020-03-26 15:52:13.650364
Cianorte,4105508,4,4.84144,2020-03-22,,0.0,82620.0,False,city,PR,2020-03-26 15:52:13.650364
Importados/Indefinidos,,4,,2020-03-24,,,,False,city,PE,2020-03-26 15:52:13.650364
Foz do Iguaçu,4108304,4,1.5472,2020-03-24,,0.0,258532.0,False,city,PR,2020-03-26 15:52:13.650364
Importados/Indefinidos,,4,,2020-03-22,,,,False,city,PE,2020-03-26 15:52:13.650364
Belém,1501402,4,0.26796,2020-03-23,,0.0,1492745.0,False,city,PA,2020-03-26 15:52:13.650364
Foz do Iguaçu,4108304,4,1.5472,2020-03-22,,0.0,258532.0,False,city,PR,2020-03-26 15:52:13.650364
Juiz de Fora,3136702,4,0.70314,2020-03-21,,0.0,568873.0,False,city,MG,2020-03-26 15:52:13.650364
Foz do Iguaçu,4108304,4,1.5472,2020-03-23,,0.0,258532.0,False,city,PR,2020-03-26 15:52:13.650364
Importados/Indefinidos,,4,,2020-03-23,,0.0,,False,city,PR,2020-03-26 15:52:13.650364
Torres,4321501,4,10.32738,2020-03-24,,,38732.0,False,city,RS,2020-03-26 15:52:13.650364
Aquiraz,2301000,4,4.98312,2020-03-21,,0.0,80271.0,False,city,CE,2020-03-26 15:52:13.650364
Imbituba,4207304,4,8.91802,2020-03-24,,,44853.0,False,city,SC,2020-03-26 15:52:13.650364
Joinville,4209102,4,0.67743,2020-03-24,,,590466.0,False,city,SC,2020-03-26 15:52:13.650364
Parnamirim,2403251,4,1.52982,2020-03-24,,0.0,261469.0,False,city,RN,2020-03-26 15:52:13.650364
João Pessoa,2507507,4,0.49443,2020-03-26,,0.0,809015.0,True,city,PB,2020-03-26 15:52:13.650364
Joinville,4209102,4,0.67743,2020-03-23,,,590466.0,False,city,SC,2020-03-26 15:52:13.650364
São José,4216602,4,1.62215,2020-03-23,,,246586.0,False,city,SC,2020-03-26 15:52:13.650364
Volta Redonda,3306305,4,1.46514,2020-03-24,,0.0,273012.0,False,city,RJ,2020-03-26 15:52:13.650364
Joinville,4209102,4,0.67743,2020-03-22,,,590466.0,False,city,SC,2020-03-26 15:52:13.650364
Importados/Indefinidos,,4,,2020-03-22,,0.0,,False,city,PR,2020-03-26 15:52:13.650364
Nova Lima,3144805,4,4.21545,2020-03-21,,0.0,94889.0,False,city,MG,2020-03-26 15:52:13.650364
Importados/Indefinidos,,4,,2020-03-23,,,,False,city,PE,2020-03-26 15:52:13.650364
Importados/Indefinidos,,4,,2020-03-21,,,,False,city,PE,2020-03-26 15:52:13.650364
Porto Seguro,2925303,4,2.69023,2020-03-20,,0.0,148686.0,False,city,BA,2020-03-26 15:52:13.650364
,22,4,0.1222,2020-03-21,,,3273227.0,False,state,PI,2020-03-26 15:52:13.650364
Mogi das Cruzes,3530607,4,0.89718,2020-03-25,,0.0,445842.0,True,city,SP,2020-03-26 15:52:13.650364
Sobral,2312908,4,1.91447,2020-03-24,,0.0,208935.0,False,city,CE,2020-03-26 15:52:13.650364
Santana de Parnaíba,3547304,4,2.86847,2020-03-25,,0.0,139447.0,True,city,SP,2020-03-26 15:52:13.650364
Campinas,3509502,4,0.33221,2020-03-25,,0.0,1204073.0,True,city,SP,2020-03-26 15:52:13.650364
Belém,1501402,4,0.26796,2020-03-24,,0.0,1492745.0,False,city,PA,2020-03-26 15:52:13.650364
João Pessoa,2507507,4,0.49443,2020-03-25,,0.0,809015.0,False,city,PB,2020-03-26 15:52:13.650364
Importados/Indefinidos,,4,,2020-03-21,,0.0,,False,city,RJ,2020-03-26 15:52:13.650364
Joinville,4209102,4,0.67743,2020-03-21,,,590466.0,False,city,SC,2020-03-26 15:52:13.650364
,22,4,0.1222,2020-03-20,,,3273227.0,False,state,PI,2020-03-26 15:52:13.650364
Imbituba,4207304,4,8.91802,2020-03-25,,0.0,44853.0,True,city,SC,2020-03-26 15:52:13.650364
Parnamirim,2403251,4,1.52982,2020-03-25,,0.0,261469.0,True,city,RN,2020-03-26 15:52:13.650364
Sant'Ana do Livramento,4317103,4,5.19298,2020-03-25,,,77027.0,True,city,RS,2020-03-26 15:52:13.650364
Teresina,2211001,4,0.46251,2020-03-21,,,864845.0,False,city,PI,2020-03-26 15:52:13.650364
Teresina,2211001,4,0.46251,2020-03-20,,,864845.0,False,city,PI,2020-03-26 15:52:13.650364
Belém,1501402,4,0.26796,2020-03-25,,0.0,1492745.0,True,city,PA,2020-03-26 15:52:13.650364
Importados/Indefinidos,,4,,2020-03-25,,0.0,,True,city,PR,2020-03-26 15:52:13.650364
Sobral,2312908,4,1.91447,2020-03-25,,0.0,208935.0,True,city,CE,2020-03-26 15:52:13.650364
Nova Lima,3144805,4,4.21545,2020-03-20,,0.0,94889.0,False,city,MG,2020-03-26 15:52:13.650364
Bagé,4301602,3,2.47641,2020-03-21,,0.0,121143.0,False,city,RS,2020-03-26 15:52:13.650364
Ponta Grossa,4119905,3,0.85291,2020-03-25,,0.0,351736.0,True,city,PR,2020-03-26 15:52:13.650364
Serafina Corrêa,4320404,3,17.1409,2020-03-24,,,17502.0,False,city,RS,2020-03-26 15:52:13.650364
Chapecó,4204202,3,1.36137,2020-03-24,,,220367.0,False,city,SC,2020-03-26 15:52:13.650364
Jaboatão dos Guararapes,2607901,3,0.42717,2020-03-21,,,702298.0,False,city,PE,2020-03-26 15:52:13.650364
Jaboatão dos Guararapes,2607901,3,0.42717,2020-03-23,,,702298.0,False,city,PE,2020-03-26 15:52:13.650364
,11,3,0.1688,2020-03-21,,0.0,1777225.0,False,state,RO,2020-03-26 15:52:13.650364
Pinhais,4119152,3,2.27003,2020-03-25,,0.0,132157.0,True,city,PR,2020-03-26 15:52:13.650364
Sant'Ana do Livramento,4317103,3,3.89474,2020-03-24,,,77027.0,False,city,RS,2020-03-26 15:52:13.650364
Lauro de Freitas,2919207,3,1.51179,2020-03-20,,0.0,198440.0,False,city,BA,2020-03-26 15:52:13.650364
Lauro de Freitas,2919207,3,1.51179,2020-03-25,,0.0,198440.0,True,city,BA,2020-03-26 15:52:13.650364
Londrina,4113700,3,0.52656,2020-03-25,,0.0,569733.0,True,city,PR,2020-03-26 15:52:13.650364
Lauro de Freitas,2919207,3,1.51179,2020-03-24,,0.0,198440.0,False,city,BA,2020-03-26 15:52:13.650364
Erechim,4307005,3,2.83388,2020-03-24,,,105862.0,False,city,RS,2020-03-26 15:52:13.650364
Londrina,4113700,3,0.52656,2020-03-23,,0.0,569733.0,False,city,PR,2020-03-26 15:52:13.650364
Importados/Indefinidos,,3,,2020-03-24,,0.0,,False,city,BA,2020-03-26 15:52:13.650364
Erechim,4307005,3,2.83388,2020-03-21,,0.0,105862.0,False,city,RS,2020-03-26 15:52:13.650364
Petrópolis,3303906,3,0.97978,2020-03-25,0.3333,1.0,306191.0,True,city,RJ,2020-03-26 15:52:13.650364
Uberaba,3170107,3,0.89879,2020-03-23,,0.0,333783.0,False,city,MG,2020-03-26 15:52:13.650364
São José,4216602,3,1.21661,2020-03-22,,,246586.0,False,city,SC,2020-03-26 15:52:13.650364
Serafina Corrêa,4320404,3,17.1409,2020-03-25,,,17502.0,True,city,RS,2020-03-26 15:52:13.650364
Anápolis,5201108,3,0.77535,2020-03-25,,0.0,386923.0,True,city,GO,2020-03-26 15:52:13.650364
Importados/Indefinidos,,3,,2020-03-25,,0.0,,True,city,GO,2020-03-26 15:52:13.650364
Lauro de Freitas,2919207,3,1.51179,2020-03-23,,0.0,198440.0,False,city,BA,2020-03-26 15:52:13.650364
Gravatal,4206207,3,26.08469,2020-03-25,,0.0,11501.0,True,city,SC,2020-03-26 15:52:13.650364
Navegantes,4211306,3,3.68211,2020-03-25,,0.0,81475.0,True,city,SC,2020-03-26 15:52:13.650364
Erechim,4307005,3,2.83388,2020-03-25,,,105862.0,True,city,RS,2020-03-26 15:52:13.650364
Rio Verde,5218805,3,1.27309,2020-03-20,,0.0,235647.0,False,city,GO,2020-03-26 15:52:13.650364
Londrina,4113700,3,0.52656,2020-03-22,,0.0,569733.0,False,city,PR,2020-03-26 15:52:13.650364
Caxias do Sul,4305108,3,0.58719,2020-03-25,,,510906.0,True,city,RS,2020-03-26 15:52:13.650364
Linhares,3203205,3,1.72856,2020-03-25,,,173555.0,True,city,ES,2020-03-26 15:52:13.650364
Lauro de Freitas,2919207,3,1.51179,2020-03-22,,0.0,198440.0,False,city,BA,2020-03-26 15:52:13.650364
Lauro de Freitas,2919207,3,1.51179,2020-03-21,,0.0,198440.0,False,city,BA,2020-03-26 15:52:13.650364
Osasco,3534401,3,0.42954,2020-03-25,0.3333,1.0,698418.0,True,city,SP,2020-03-26 15:52:13.650364
Navegantes,4211306,3,3.68211,2020-03-24,,,81475.0,False,city,SC,2020-03-26 15:52:13.650364
São Gonçalo,3304904,3,0.27654,2020-03-25,,0.0,1084839.0,True,city,RJ,2020-03-26 15:52:13.650364
Erechim,4307005,3,2.83388,2020-03-22,,,105862.0,False,city,RS,2020-03-26 15:52:13.650364
Sobral,2312908,3,1.43585,2020-03-23,,0.0,208935.0,False,city,CE,2020-03-26 15:52:13.650364
Bagé,4301602,3,2.47641,2020-03-22,,,121143.0,False,city,RS,2020-03-26 15:52:13.650364
,11,3,0.1688,2020-03-24,,0.0,1777225.0,False,state,RO,2020-03-26 15:52:13.650364
Anápolis,5201108,3,0.77535,2020-03-24,,0.0,386923.0,False,city,GO,2020-03-26 15:52:13.650364
Uberaba,3170107,3,0.89879,2020-03-24,,0.0,333783.0,False,city,MG,2020-03-26 15:52:13.650364
Olinda,2609600,3,0.76437,2020-03-26,,,392482.0,True,city,PE,2020-03-26 15:52:13.650364
Olinda,2609600,3,0.76437,2020-03-25,,,392482.0,False,city,PE,2020-03-26 15:52:13.650364
Petrópolis,3303906,3,0.97978,2020-03-22,0.3333,1.0,306191.0,False,city,RJ,2020-03-26 15:52:13.650364
Petrópolis,3303906,3,0.97978,2020-03-24,0.3333,1.0,306191.0,False,city,RJ,2020-03-26 15:52:13.650364
Lajeado,4311403,3,3.57083,2020-03-23,,,84014.0,False,city,RS,2020-03-26 15:52:13.650364
Jaboatão dos Guararapes,2607901,3,0.42717,2020-03-25,,,702298.0,False,city,PE,2020-03-26 15:52:13.650364
Jaboatão dos Guararapes,2607901,3,0.42717,2020-03-22,,,702298.0,False,city,PE,2020-03-26 15:52:13.650364
Canoas,4304606,3,0.86551,2020-03-22,,,346616.0,False,city,RS,2020-03-26 15:52:13.650364
,11,3,0.1688,2020-03-22,,0.0,1777225.0,False,state,RO,2020-03-26 15:52:13.650364
Londrina,4113700,3,0.52656,2020-03-21,,0.0,569733.0,False,city,PR,2020-03-26 15:52:13.650364
Uberaba,3170107,3,0.89879,2020-03-21,,0.0,333783.0,False,city,MG,2020-03-26 15:52:13.650364
Londrina,4113700,3,0.52656,2020-03-24,,0.0,569733.0,False,city,PR,2020-03-26 15:52:13.650364
Uberlândia,3170206,3,0.43396,2020-03-21,,0.0,691305.0,False,city,MG,2020-03-26 15:52:13.650364
São Gonçalo,3304904,3,0.27654,2020-03-23,,0.0,1084839.0,False,city,RJ,2020-03-26 15:52:13.650364
São Gonçalo,3304904,3,0.27654,2020-03-24,,0.0,1084839.0,False,city,RJ,2020-03-26 15:52:13.650364
Jaboatão dos Guararapes,2607901,3,0.42717,2020-03-26,,,702298.0,True,city,PE,2020-03-26 15:52:13.650364
Linhares,3203205,3,1.72856,2020-03-24,,,173555.0,False,city,ES,2020-03-26 15:52:13.650364
Torres,4321501,3,7.74553,2020-03-23,,,38732.0,False,city,RS,2020-03-26 15:52:13.650364
,25,3,0.07466,2020-03-24,,0.0,4018127.0,False,state,PB,2020-03-26 15:52:13.650364
Petrópolis,3303906,3,0.97978,2020-03-21,0.3333,1.0,306191.0,False,city,RJ,2020-03-26 15:52:13.650364
Parnamirim,2403251,3,1.14736,2020-03-22,,0.0,261469.0,False,city,RN,2020-03-26 15:52:13.650364
Sant'Ana do Livramento,4317103,3,3.89474,2020-03-23,,,77027.0,False,city,RS,2020-03-26 15:52:13.650364
Jaboatão dos Guararapes,2607901,3,0.42717,2020-03-24,,,702298.0,False,city,PE,2020-03-26 15:52:13.650364
Uberaba,3170107,3,0.89879,2020-03-25,,0.0,333783.0,True,city,MG,2020-03-26 15:52:13.650364
Erechim,4307005,3,2.83388,2020-03-23,,,105862.0,False,city,RS,2020-03-26 15:52:13.650364
Petrópolis,3303906,3,0.97978,2020-03-23,0.3333,1.0,306191.0,False,city,RJ,2020-03-26 15:52:13.650364
Importados/Indefinidos,,3,,2020-03-25,,0.0,,True,city,BA,2020-03-26 15:52:13.650364
Rancho Queimado,4214300,2,69.4927,2020-03-22,,,2878.0,False,city,SC,2020-03-26 15:52:13.650364
Chapecó,4204202,2,0.90758,2020-03-22,,,220367.0,False,city,SC,2020-03-26 15:52:13.650364
Boa Vista,1400100,2,0.50099,2020-03-22,,0.0,399213.0,False,city,RR,2020-03-26 15:52:13.650364
Aparecida de Goiânia,5201405,2,0.34591,2020-03-25,,0.0,578179.0,True,city,GO,2020-03-26 15:52:13.650364
Ananindeua,1500800,2,0.37693,2020-03-25,,0.0,530598.0,True,city,PA,2020-03-26 15:52:13.650364
Bento Gonçalves,4302105,2,1.66038,2020-03-25,,,120454.0,True,city,RS,2020-03-26 15:52:13.650364
Rio Grande,4315602,2,0.94784,2020-03-25,,,211005.0,True,city,RS,2020-03-26 15:52:13.650364
Campo Bom,4303905,2,2.99796,2020-03-25,,,66712.0,True,city,RS,2020-03-26 15:52:13.650364
Capão da Canoa,4304630,2,3.7701,2020-03-25,,,53049.0,True,city,RS,2020-03-26 15:52:13.650364
Anápolis,5201108,2,0.5169,2020-03-23,,0.0,386923.0,False,city,GO,2020-03-26 15:52:13.650364
Porto Velho,1100205,2,0.37768,2020-03-22,,0.0,529544.0,False,city,RO,2020-03-26 15:52:13.650364
,14,2,0.33016,2020-03-22,,0.0,605761.0,False,state,RR,2020-03-26 15:52:13.650364
Valparaíso de Goiás,5221858,2,1.18717,2020-03-25,,0.0,168468.0,True,city,GO,2020-03-26 15:52:13.650364
Ivoti,4310801,2,8.23282,2020-03-23,,,24293.0,False,city,RS,2020-03-26 15:52:13.650364
Contagem,3118601,2,0.30127,2020-03-23,,,663855.0,False,city,MG,2020-03-26 15:52:13.650364
Imbituba,4207304,2,4.45901,2020-03-22,,,44853.0,False,city,SC,2020-03-26 15:52:13.650364
Aparecida de Goiânia,5201405,2,0.34591,2020-03-23,,0.0,578179.0,False,city,GO,2020-03-26 15:52:13.650364
Santa Maria,4316907,2,0.70891,2020-03-25,,,282123.0,True,city,RS,2020-03-26 15:52:13.650364
,17,2,0.12716,2020-03-21,,,1572866.0,False,state,TO,2020-03-26 15:52:13.650364
Rancho Queimado,4214300,2,69.4927,2020-03-21,,,2878.0,False,city,SC,2020-03-26 15:52:13.650364
Palmas,1721000,2,0.66861,2020-03-21,,,299127.0,False,city,TO,2020-03-26 15:52:13.650364
Santa Maria,4316907,2,0.70891,2020-03-23,,,282123.0,False,city,RS,2020-03-26 15:52:13.650364
Ivoti,4310801,2,8.23282,2020-03-25,,,24293.0,True,city,RS,2020-03-26 15:52:13.650364
São José,4216602,2,0.81108,2020-03-21,,,246586.0,False,city,SC,2020-03-26 15:52:13.650364
Linhares,3203205,2,1.15237,2020-03-23,,,173555.0,False,city,ES,2020-03-26 15:52:13.650364
Chapecó,4204202,2,0.90758,2020-03-23,,,220367.0,False,city,SC,2020-03-26 15:52:13.650364
Mariana,3140001,2,3.29359,2020-03-23,,0.0,60724.0,False,city,MG,2020-03-26 15:52:13.650364
Alvorada,4300604,2,0.951,2020-03-22,,,210305.0,False,city,RS,2020-03-26 15:52:13.650364
Alvorada,4300604,2,0.951,2020-03-23,,,210305.0,False,city,RS,2020-03-26 15:52:13.650364
Olinda,2609600,2,0.50958,2020-03-23,,,392482.0,False,city,PE,2020-03-26 15:52:13.650364
,14,2,0.33016,2020-03-23,,0.0,605761.0,False,state,RR,2020-03-26 15:52:13.650364
Boa Vista,1400100,2,0.50099,2020-03-23,,0.0,399213.0,False,city,RR,2020-03-26 15:52:13.650364
Petrolina,2611101,2,0.57283,2020-03-25,,,349145.0,False,city,PE,2020-03-26 15:52:13.650364
Aparecida de Goiânia,5201405,2,0.34591,2020-03-20,,0.0,578179.0,False,city,GO,2020-03-26 15:52:13.650364
Lajeado,4311403,2,2.38056,2020-03-22,,,84014.0,False,city,RS,2020-03-26 15:52:13.650364
Ivoti,4310801,2,8.23282,2020-03-22,,,24293.0,False,city,RS,2020-03-26 15:52:13.650364
Imbituba,4207304,2,4.45901,2020-03-23,,,44853.0,False,city,SC,2020-03-26 15:52:13.650364
Gravatal,4206207,2,17.38979,2020-03-23,,,11501.0,False,city,SC,2020-03-26 15:52:13.650364
Colombo,4105805,2,0.82059,2020-03-25,,0.0,243726.0,True,city,PR,2020-03-26 15:52:13.650364
Importados/Indefinidos,,2,,2020-03-23,,0.0,,False,city,RJ,2020-03-26 15:52:13.650364
Mariana,3140001,2,3.29359,2020-03-25,,0.0,60724.0,True,city,MG,2020-03-26 15:52:13.650364
Pinhais,4119152,2,1.51335,2020-03-23,,0.0,132157.0,False,city,PR,2020-03-26 15:52:13.650364
Anápolis,5201108,2,0.5169,2020-03-20,,0.0,386923.0,False,city,GO,2020-03-26 15:52:13.650364
Sete Lagoas,3167202,2,0.83459,2020-03-25,,0.0,239639.0,True,city,MG,2020-03-26 15:52:13.650364
Caxias do Sul,4305108,2,0.39146,2020-03-22,,,510906.0,False,city,RS,2020-03-26 15:52:13.650364
Importados/Indefinidos,,2,,2020-03-22,,0.0,,False,city,RJ,2020-03-26 15:52:13.650364
Sant'Ana do Livramento,4317103,2,2.59649,2020-03-22,,,77027.0,False,city,RS,2020-03-26 15:52:13.650364
,25,2,0.04977,2020-03-23,,0.0,4018127.0,False,state,PB,2020-03-26 15:52:13.650364
Campo Bom,4303905,2,2.99796,2020-03-22,,,66712.0,False,city,RS,2020-03-26 15:52:13.650364
Anta Gorda,4300703,2,33.43922,2020-03-25,,,5981.0,True,city,RS,2020-03-26 15:52:13.650364
Alvorada,4300604,2,0.951,2020-03-25,,,210305.0,True,city,RS,2020-03-26 15:52:13.650364
Contagem,3118601,2,0.30127,2020-03-25,,,663855.0,True,city,MG,2020-03-26 15:52:13.650364
Cascavel,4104808,2,0.60891,2020-03-25,,0.0,328454.0,True,city,PR,2020-03-26 15:52:13.650364
Bento Gonçalves,4302105,2,1.66038,2020-03-22,,,120454.0,False,city,RS,2020-03-26 15:52:13.650364
Sete Lagoas,3167202,2,0.83459,2020-03-23,,0.0,239639.0,False,city,MG,2020-03-26 15:52:13.650364
Caxias do Sul,4305108,2,0.39146,2020-03-23,,,510906.0,False,city,RS,2020-03-26 15:52:13.650364
Rancho Queimado,4214300,2,69.4927,2020-03-23,,,2878.0,False,city,SC,2020-03-26 15:52:13.650364
Jaraguá do Sul,4208906,2,1.12551,2020-03-23,,,177697.0,False,city,SC,2020-03-26 15:52:13.650364
Porto Belo,4213500,2,9.35104,2020-03-23,,,21388.0,False,city,SC,2020-03-26 15:52:13.650364
Taquara,4321204,2,3.48032,2020-03-22,,,57466.0,False,city,RS,2020-03-26 15:52:13.650364
Duque de Caxias,3301702,2,0.21749,2020-03-25,,0.0,919596.0,True,city,RJ,2020-03-26 15:52:13.650364
Campo Bom,4303905,2,2.99796,2020-03-23,,,66712.0,False,city,RS,2020-03-26 15:52:13.650364
Sapiranga,4319901,2,2.44696,2020-03-22,,,81734.0,False,city,RS,2020-03-26 15:52:13.650364
