,region_id,municipio,uf,populacao,quantidade_leitos
415,PRAIA NORTE TO,Praia Norte,TO,8432,0.0
416,PRESIDENTE KENNEDY TO,Presidente Kennedy,TO,3684,0.0
417,PUGMIL TO,Pugmil,TO,2688,0.0
418,RECURSOLANDIA TO,Recursolândia,TO,4293,0.0
419,RIACHINHO TO,Riachinho,TO,4645,0.0
420,RIO DA CONCEICAO TO,Rio da Conceição,TO,2130,0.0
421,RIO DOS BOIS TO,Rio dos Bois,TO,2834,0.0
422,RIO SONO TO,Rio Sono,TO,6478,0.0
423,SAMPAIO TO,Sampaio,TO,4711,0.0
424,SANDOLANDIA TO,Sandolândia,TO,3375,0.0
425,SANTA FE DO ARAGUAIA TO,Santa Fé do Araguaia,TO,7512,0.0
426,SANTA MARIA DO TOCANTINS TO,Santa Maria do Tocantins,TO,3434,0.0
427,SANTA RITA DO TOCANTINS TO,Santa Rita do Tocantins,TO,2365,0.0
428,SANTA ROSA DO TOCANTINS TO,Santa Rosa do Tocantins,TO,4829,0.0
429,SANTA TEREZA DO TOCANTINS TO,Santa Tereza do Tocantins,TO,2866,0.0
430,SANTA TEREZINHA DO TOCANTINS TO,Santa Terezinha do Tocantins,TO,2529,0.0
431,SAO BENTO DO TOCANTINS TO,São Bento do Tocantins,TO,5324,0.0
432,SAO FELIX DO TOCANTINS TO,São Félix do Tocantins,TO,1585,0.0
433,SAO MIGUEL DO TOCANTINS TO,São Miguel do Tocantins,TO,12139,0.0
434,SAO SALVADOR DO TOCANTINS TO,São Salvador do Tocantins,TO,3082,0.0
435,SAO SEBASTIAO DO TOCANTINS TO,São Sebastião do Tocantins,TO,4805,0.0
436,SAO VALERIO TO,São Valério,TO,3960,0.0
437,SILVANOPOLIS TO,Silvanópolis,TO,5403,19.0
438,SITIO NOVO DO TOCANTINS TO,Sítio Novo do Tocantins,TO,9029,0.0
439,SUCUPIRA TO,Sucupira,TO,1966,0.0
440,TAGUATINGA TO,Taguatinga,TO,16683,47.0
441,TAIPAS DO TOCANTINS TO,Taipas do Tocantins,TO,2148,0.0
442,TALISMA TO,Talismã,TO,2793,0.0
443,PALMAS TO,Palmas,TO,299127,956.0
444,TOCANTINIA TO,Tocantínia,TO,7545,0.0
445,TOCANTINOPOLIS TO,Tocantinópolis,TO,22870,40.0
446,TUPIRAMA TO,Tupirama,TO,1891,0.0
447,TUPIRATINS TO,Tupiratins,TO,2671,0.0
448,WANDERLANDIA TO,Wanderlândia,TO,11683,0.0
449,XAMBIOA TO,Xambioá,TO,11540,28.0
450,ACAILANDIA MA,Açailândia,MA,112445,243.0
451,AFONSO CUNHA MA,Afonso Cunha,MA,6524,20.0
452,AGUA DOCE DO MARANHAO MA,Água Doce do Maranhão,MA,12571,0.0
453,ALCANTARA MA,Alcântara,MA,22097,24.0
454,ALDEIAS ALTAS MA,Aldeias Altas,MA,26532,25.0
455,ALTAMIRA DO MARANHAO MA,Altamira do Maranhão,MA,8128,0.0
456,ALTO ALEGRE DO MARANHAO MA,Alto Alegre do Maranhão,MA,27053,48.0
457,ALTO ALEGRE DO PINDARE MA,Alto Alegre do Pindaré,MA,31919,34.0
458,ALTO PARNAIBA MA,Alto Parnaíba,MA,11190,22.0
459,AMAPA DO MARANHAO MA,Amapá do Maranhão,MA,6962,11.0
460,AMARANTE DO MARANHAO MA,Amarante do Maranhão,MA,41435,85.0
461,ANAJATUBA MA,Anajatuba,MA,26803,27.0
462,ANAPURUS MA,Anapurus,MA,15732,16.0
463,APICUM-ACU MA,Apicum-Açu,MA,17239,15.0
464,ARAGUANA MA,Araguanã,MA,15426,17.0
465,ARAIOSES MA,Araioses,MA,46440,117.0
466,ARAME MA,Arame,MA,32701,58.0
467,ARARI MA,Arari,MA,29848,48.0
468,AXIXA MA,Axixá,MA,12130,25.0
469,BACABAL MA,Bacabal,MA,104949,234.0
470,BACABEIRA MA,Bacabeira,MA,17055,28.0
471,BACURI MA,Bacuri,MA,18582,23.0
472,BACURITUBA MA,Bacurituba,MA,5644,0.0
473,BALSAS MA,Balsas,MA,94887,165.0
474,BARAO DE GRAJAU MA,Barão de Grajaú,MA,18820,31.0
475,BARRA DO CORDA MA,Barra do Corda,MA,88212,153.0
476,BARREIRINHAS MA,Barreirinhas,MA,62528,52.0
477,BELAGUA MA,Belágua,MA,7469,12.0
478,BELA VISTA DO MARANHAO MA,Bela Vista do Maranhão,MA,11209,15.0
479,BENEDITO LEITE MA,Benedito Leite,MA,5632,20.0
480,BEQUIMAO MA,Bequimão,MA,21280,18.0
481,BERNARDO DO MEARIM MA,Bernardo do Mearim,MA,6043,15.0
482,BOA VISTA DO GURUPI MA,Boa Vista do Gurupi,MA,9287,15.0
483,BOM JARDIM MA,Bom Jardim,MA,41630,36.0
484,BOM JESUS DAS SELVAS MA,Bom Jesus das Selvas,MA,34028,25.0
485,BOM LUGAR MA,Bom Lugar,MA,16294,0.0
486,BREJO MA,Brejo,MA,36397,37.0
487,BREJO DE AREIA MA,Brejo de Areia,MA,9188,0.0
488,BURITI MA,Buriti,MA,28678,26.0
489,BURITI BRAVO MA,Buriti Bravo,MA,23884,44.0
490,BURITICUPU MA,Buriticupu,MA,72358,84.0
491,BURITIRANA MA,Buritirana,MA,15430,0.0
492,CACHOEIRA GRANDE MA,Cachoeira Grande,MA,9431,0.0
493,CAJAPIO MA,Cajapió,MA,11177,19.0
494,CAJARI MA,Cajari,MA,19379,20.0
495,CAMPESTRE DO MARANHAO MA,Campestre do Maranhão,MA,14374,21.0
496,CANDIDO MENDES MA,Cândido Mendes,MA,20178,10.0
497,CANTANHEDE MA,Cantanhede,MA,21995,59.0
498,CAPINZAL DO NORTE MA,Capinzal do Norte,MA,10934,13.0
499,CAROLINA MA,Carolina,MA,24322,30.0
500,CARUTAPERA MA,Carutapera,MA,23807,38.0
501,CAXIAS MA,Caxias,MA,164880,314.0
502,CEDRAL MA,Cedral,MA,10675,15.0
503,CENTRAL DO MARANHAO MA,Central do Maranhão,MA,8673,15.0
504,CENTRO DO GUILHERME MA,Centro do Guilherme,MA,13458,0.0
505,CENTRO NOVO DO MARANHAO MA,Centro Novo do Maranhão,MA,21622,0.0
506,CHAPADINHA MA,Chapadinha,MA,79675,157.0
507,CIDELANDIA MA,Cidelândia,MA,14697,21.0
508,CODO MA,Codó,MA,122859,100.0
509,COELHO NETO MA,Coelho Neto,MA,49435,120.0
510,COLINAS MA,Colinas,MA,41178,90.0
511,CONCEICAO DO LAGO-ACU MA,Conceição do Lago-Açu,MA,16237,15.0
512,COROATA MA,Coroatá,MA,65296,76.0
513,CURURUPU MA,Cururupu,MA,32695,109.0
514,DAVINOPOLIS MA,Davinópolis,MA,12908,14.0
515,DOM PEDRO MA,Dom Pedro,MA,23350,29.0
516,DUQUE BACELAR MA,Duque Bacelar,MA,11349,26.0
517,ESPERANTINOPOLIS MA,Esperantinópolis,MA,17241,44.0
518,ESTREITO MA,Estreito,MA,41946,61.0
519,FEIRA NOVA DO MARANHAO MA,Feira Nova do Maranhão,MA,8504,20.0
520,FERNANDO FALCAO MA,Fernando Falcão,MA,10360,18.0
521,FORMOSA DA SERRA NEGRA MA,Formosa da Serra Negra,MA,19089,13.0
522,FORTALEZA DOS NOGUEIRAS MA,Fortaleza dos Nogueiras,MA,12631,31.0
523,FORTUNA MA,Fortuna,MA,15552,17.0
524,GODOFREDO VIANA MA,Godofredo Viana,MA,11819,0.0
525,GONCALVES DIAS MA,Gonçalves Dias,MA,17934,29.0
526,GOVERNADOR ARCHER MA,Governador Archer,MA,10840,24.0
527,GOVERNADOR EDISON LOBAO MA,Governador Edison Lobão,MA,18296,23.0
528,GOVERNADOR EUGENIO BARROS MA,Governador Eugênio Barros,MA,16828,30.0
529,GOVERNADOR LUIZ ROCHA MA,Governador Luiz Rocha,MA,7807,20.0
530,GOVERNADOR NEWTON BELLO MA,Governador Newton Bello,MA,10180,19.0
531,GOVERNADOR NUNES FREIRE MA,Governador Nunes Freire,MA,25577,204.0
532,GRACA ARANHA MA,Graça Aranha,MA,6262,18.0
533,GRAJAU MA,Grajaú,MA,69527,188.0
534,GUIMARAES MA,Guimarães,MA,12030,36.0
535,HUMBERTO DE CAMPOS MA,Humberto de Campos,MA,28717,30.0
536,ICATU MA,Icatu,MA,27113,34.0
537,IGARAPE DO MEIO MA,Igarapé do Meio,MA,14177,37.0
538,IGARAPE GRANDE MA,Igarapé Grande,MA,11320,37.0
539,IMPERATRIZ MA,Imperatriz,MA,258682,801.0
540,ITAIPAVA DO GRAJAU MA,Itaipava do Grajaú,MA,16057,25.0
541,ITAPECURU MIRIM MA,Itapecuru Mirim,MA,68203,69.0
542,ITINGA DO MARANHAO MA,Itinga do Maranhão,MA,26000,76.0
543,JATOBA MA,Jatobá,MA,10153,16.0
544,JENIPAPO DOS VIEIRAS MA,Jenipapo dos Vieiras,MA,16515,17.0
545,JOAO LISBOA MA,João Lisboa,MA,23632,62.0
546,JOSELANDIA MA,Joselândia,MA,16168,22.0
547,JUNCO DO MARANHAO MA,Junco do Maranhão,MA,3432,3.0
548,LAGO DA PEDRA MA,Lago da Pedra,MA,50266,144.0
549,LAGO DO JUNCO MA,Lago do Junco,MA,10840,20.0
550,LAGO VERDE MA,Lago Verde,MA,16257,45.0
551,LAGOA DO MATO MA,Lagoa do Mato,MA,11250,22.0
552,LAGO DOS RODRIGUES MA,Lago dos Rodrigues,MA,8873,20.0
553,LAGOA GRANDE DO MARANHAO MA,Lagoa Grande do Maranhão,MA,11394,19.0
554,LAJEADO NOVO MA,Lajeado Novo,MA,7550,0.0
555,LIMA CAMPOS MA,Lima Campos,MA,11893,38.0
556,LORETO MA,Loreto,MA,12157,20.0
557,LUIS DOMINGUES MA,Luís Domingues,MA,6951,9.0
558,MAGALHAES DE ALMEIDA MA,Magalhães de Almeida,MA,19826,20.0
559,MARACACUME MA,Maracaçumé,MA,21395,11.0
560,MARAJA DO SENA MA,Marajá do Sena,MA,7792,0.0
561,MARANHAOZINHO MA,Maranhãozinho,MA,16265,18.0
562,MATA ROMA MA,Mata Roma,MA,16829,23.0
563,MATINHA MA,Matinha,MA,23370,17.0
564,MATOES MA,Matões,MA,33782,50.0
565,MATOES DO NORTE MA,Matões do Norte,MA,16745,0.0
566,MILAGRES DO MARANHAO MA,Milagres do Maranhão,MA,8464,9.0
567,MIRADOR MA,Mirador,MA,21015,20.0
568,MIRANDA DO NORTE MA,Miranda do Norte,MA,28381,52.0
569,MIRINZAL MA,Mirinzal,MA,14962,22.0
570,MONCAO MA,Monção,MA,33434,52.0
571,MONTES ALTOS MA,Montes Altos,MA,9160,24.0
572,MORROS MA,Morros,MA,19433,20.0
573,NINA RODRIGUES MA,Nina Rodrigues,MA,14454,15.0
574,NOVA COLINAS MA,Nova Colinas,MA,5384,14.0
575,NOVA IORQUE MA,Nova Iorque,MA,4683,15.0
576,NOVA OLINDA DO MARANHAO MA,Nova Olinda do Maranhão,MA,20928,37.0
577,OLHO DAGUA DAS CUNHAS MA,Olho dÁgua das Cunhãs,MA,19505,20.0
578,OLINDA NOVA DO MARANHAO MA,Olinda Nova do Maranhão,MA,14701,50.0
579,PACO DO LUMIAR MA,Paço do Lumiar,MA,122197,17.0
580,PALMEIRANDIA MA,Palmeirândia,MA,19722,38.0
581,PARAIBANO MA,Paraibano,MA,21386,48.0
582,PARNARAMA MA,Parnarama,MA,34907,51.0
583,PASSAGEM FRANCA MA,Passagem Franca,MA,19019,116.0
584,PASTOS BONS MA,Pastos Bons,MA,19472,23.0
585,PAULINO NEVES MA,Paulino Neves,MA,16035,20.0
586,PAULO RAMOS MA,Paulo Ramos,MA,21040,39.0
587,PEDREIRAS MA,Pedreiras,MA,39229,114.0
588,PEDRO DO ROSARIO MA,Pedro do Rosário,MA,25144,34.0
589,PENALVA MA,Penalva,MA,38470,63.0
590,PERI MIRIM MA,Peri Mirim,MA,14318,27.0
591,PERITORO MA,Peritoró,MA,23196,56.0
592,PINDARE-MIRIM MA,Pindaré-Mirim,MA,32941,40.0
593,PINHEIRO MA,Pinheiro,MA,83387,248.0
594,PIO XII MA,Pio XII,MA,21485,35.0
595,PIRAPEMAS MA,Pirapemas,MA,18625,19.0
596,POCAO DE PEDRAS MA,Poção de Pedras,MA,17873,37.0
597,PORTO FRANCO MA,Porto Franco,MA,23885,79.0
598,PORTO RICO DO MARANHAO MA,Porto Rico do Maranhão,MA,5975,28.0
599,PRESIDENTE DUTRA MA,Presidente Dutra,MA,47804,194.0
600,PRESIDENTE JUSCELINO MA,Presidente Juscelino,MA,12734,15.0
601,PRESIDENTE MEDICI MA,Presidente Médici,MA,7015,0.0
602,PRESIDENTE SARNEY MA,Presidente Sarney,MA,18918,15.0
603,PRESIDENTE VARGAS MA,Presidente Vargas,MA,11193,22.0
604,PRIMEIRA CRUZ MA,Primeira Cruz,MA,15315,19.0
605,RAPOSA MA,Raposa,MA,30761,48.0
606,RIACHAO MA,Riachão,MA,20195,51.0
607,RIBAMAR FIQUENE MA,Ribamar Fiquene,MA,7791,20.0
608,ROSARIO MA,Rosário,MA,42740,123.0
609,SAMBAIBA MA,Sambaíba,MA,5671,17.0
610,SANTA FILOMENA DO MARANHAO MA,Santa Filomena do Maranhão,MA,7773,17.0
611,SANTA HELENA MA,Santa Helena,MA,42130,58.0
612,SANTA INES MA,Santa Inês,MA,89044,295.0
613,SANTA LUZIA MA,Santa Luzia,MA,72667,86.0
614,SANTA LUZIA DO PARUA MA,Santa Luzia do Paruá,MA,25254,78.0
615,SANTA QUITERIA DO MARANHAO MA,Santa Quitéria do Maranhão,MA,25642,42.0
616,SANTA RITA MA,Santa Rita,MA,37855,35.0
617,SANTANA DO MARANHAO MA,Santana do Maranhão,MA,13386,16.0
618,SANTO AMARO DO MARANHAO MA,Santo Amaro do Maranhão,MA,15846,20.0
619,SANTO ANTONIO DOS LOPES MA,Santo Antônio dos Lopes,MA,14528,30.0
620,SAO BENEDITO DO RIO PRETO MA,São Benedito do Rio Preto,MA,18663,32.0
621,SAO BENTO MA,São Bento,MA,45211,50.0
622,SAO BERNARDO MA,São Bernardo,MA,28507,27.0
623,SAO DOMINGOS DO AZEITAO MA,São Domingos do Azeitão,MA,7392,20.0
624,SAO DOMINGOS DO MARANHAO MA,São Domingos do Maranhão,MA,34376,35.0
625,SAO FELIX DE BALSAS MA,São Félix de Balsas,MA,4585,20.0
626,SAO FRANCISCO DO BREJAO MA,São Francisco do Brejão,MA,11798,24.0
627,SAO FRANCISCO DO MARANHAO MA,São Francisco do Maranhão,MA,12210,23.0
628,SAO JOAO BATISTA MA,São João Batista,MA,20665,50.0
629,SAO JOAO DO CARU MA,São João do Carú,MA,15808,35.0
630,SAO JOAO DO PARAISO MA,São João do Paraíso,MA,11177,20.0
631,SAO JOAO DO SOTER MA,São João do Soter,MA,18543,19.0
632,SAO JOAO DOS PATOS MA,São João dos Patos,MA,25929,54.0
633,SAO JOSE DE RIBAMAR MA,São José de Ribamar,MA,177687,177.0
634,SAO JOSE DOS BASILIOS MA,São José dos Basílios,MA,7641,13.0
635,SAO LUIS MA,São Luís,MA,1101884,3741.0
636,SAO LUIS GONZAGA DO MARANHAO MA,São Luís Gonzaga do Maranhão,MA,18856,29.0
637,SAO MATEUS DO MARANHAO MA,São Mateus do Maranhão,MA,41529,52.0
638,SAO PEDRO DA AGUA BRANCA MA,São Pedro da Água Branca,MA,12690,26.0
639,SAO PEDRO DOS CRENTES MA,São Pedro dos Crentes,MA,4668,18.0
640,SAO RAIMUNDO DAS MANGABEIRAS MA,São Raimundo das Mangabeiras,MA,18868,37.0
641,SAO RAIMUNDO DO DOCA BEZERRA MA,São Raimundo do Doca Bezerra,MA,5237,12.0
642,SAO ROBERTO MA,São Roberto,MA,6719,0.0
643,SAO VICENTE FERRER MA,São Vicente Ferrer,MA,22247,56.0
644,SATUBINHA MA,Satubinha,MA,13914,28.0
645,SENADOR ALEXANDRE COSTA MA,Senador Alexandre Costa,MA,11141,35.0
646,SENADOR LA ROCQUE MA,Senador La Rocque,MA,14293,0.0
647,SERRANO DO MARANHAO MA,Serrano do Maranhão,MA,10253,0.0
648,SITIO NOVO MA,Sítio Novo,MA,18081,30.0
649,SUCUPIRA DO NORTE MA,Sucupira do Norte,MA,10636,24.0
650,SUCUPIRA DO RIACHAO MA,Sucupira do Riachão,MA,5660,16.0
651,TASSO FRAGOSO MA,Tasso Fragoso,MA,8521,16.0
652,TIMBIRAS MA,Timbiras,MA,29124,48.0
653,TIMON MA,Timon,MA,169107,128.0
654,TRIZIDELA DO VALE MA,Trizidela do Vale,MA,21998,29.0
655,TUFILANDIA MA,Tufilândia,MA,5840,19.0
656,TUNTUM MA,Tuntum,MA,41832,50.0
657,TURIACU MA,Turiaçu,MA,35604,52.0
658,TURILANDIA MA,Turilândia,MA,25619,0.0
659,TUTOIA MA,Tutóia,MA,58860,52.0
660,URBANO SANTOS MA,Urbano Santos,MA,33122,37.0
661,VARGEM GRANDE MA,Vargem Grande,MA,56510,42.0
662,VIANA MA,Viana,MA,52441,74.0
663,VILA NOVA DOS MARTIRIOS MA,Vila Nova dos Martírios,MA,13392,21.0
664,VITORIA DO MEARIM MA,Vitória do Mearim,MA,32764,46.0
665,VITORINO FREIRE MA,Vitorino Freire,MA,31523,48.0
666,ZE DOCA MA,Zé Doca,MA,51714,51.0
667,ACAUA PI,Acauã,PI,7084,0.0
668,AGRICOLANDIA PI,Agricolândia,PI,5139,15.0
669,AGUA BRANCA PI,Água Branca,PI,17411,20.0
670,ALAGOINHA DO PIAUI PI,Alagoinha do Piauí,PI,7651,12.0
671,ALEGRETE DO PIAUI PI,Alegrete do Piauí,PI,4915,0.0
672,ALTO LONGA PI,Alto Longá,PI,14304,14.0
673,ALTOS PI,Altos,PI,40524,37.0
674,ALVORADA DO GURGUEIA PI,Alvorada do Gurguéia,PI,5419,0.0
675,AMARANTE PI,Amarante,PI,17598,45.0
676,ANGICAL DO PIAUI PI,Angical do Piauí,PI,6788,11.0
677,ANISIO DE ABREU PI,Anísio de Abreu,PI,9880,10.0
678,ANTONIO ALMEIDA PI,Antônio Almeida,PI,3164,0.0
679,AROAZES PI,Aroazes,PI,5835,6.0
680,AROEIRAS DO ITAIM PI,Aroeiras do Itaim,PI,2551,0.0
681,ARRAIAL PI,Arraial,PI,4727,4.0
682,ASSUNCAO DO PIAUI PI,Assunção do Piauí,PI,7846,0.0
683,AVELINO LOPES PI,Avelino Lopes,PI,11289,18.0
684,BAIXA GRANDE DO RIBEIRO PI,Baixa Grande do Ribeiro,PI,11586,11.0
685,BARRA DALCANTARA PI,Barra DAlcântara,PI,3951,0.0
686,BARRAS PI,Barras,PI,47066,74.0
687,BARREIRAS DO PIAUI PI,Barreiras do Piauí,PI,3348,0.0
688,BARRO DURO PI,Barro Duro,PI,7032,25.0
689,BATALHA PI,Batalha,PI,26857,23.0
690,BELA VISTA DO PIAUI PI,Bela Vista do Piauí,PI,4015,0.0
691,BELEM DO PIAUI PI,Belém do Piauí,PI,3566,0.0
692,BENEDITINOS PI,Beneditinos,PI,10467,15.0
693,BERTOLINIA PI,Bertolínia,PI,5501,4.0
694,BETANIA DO PIAUI PI,Betânia do Piauí,PI,6205,0.0
695,BOA HORA PI,Boa Hora,PI,6781,0.0
696,BOCAINA PI,Bocaina,PI,4500,21.0
697,BOM JESUS PI,Bom Jesus,PI,25179,50.0
698,BOM PRINCIPIO DO PIAUI PI,Bom Princípio do Piauí,PI,5630,6.0
699,BONFIM DO PIAUI PI,Bonfim do Piauí,PI,5670,0.0
700,BOQUEIRAO DO PIAUI PI,Boqueirão do Piauí,PI,6407,0.0
701,BRASILEIRA PI,Brasileira,PI,8329,10.0
702,BREJO DO PIAUI PI,Brejo do Piauí,PI,3875,0.0
703,BURITI DOS LOPES PI,Buriti dos Lopes,PI,19781,40.0
704,BURITI DOS MONTES PI,Buriti dos Montes,PI,8244,16.0
705,CABECEIRAS DO PIAUI PI,Cabeceiras do Piauí,PI,10586,0.0
706,CAJAZEIRAS DO PIAUI PI,Cajazeiras do Piauí,PI,3559,0.0
707,CAJUEIRO DA PRAIA PI,Cajueiro da Praia,PI,7642,0.0
708,CALDEIRAO GRANDE DO PIAUI PI,Caldeirão Grande do Piauí,PI,5776,0.0
709,CAMPINAS DO PIAUI PI,Campinas do Piauí,PI,5613,0.0
710,CAMPO ALEGRE DO FIDALGO PI,Campo Alegre do Fidalgo,PI,5045,0.0
711,CAMPO GRANDE DO PIAUI PI,Campo Grande do Piauí,PI,5943,0.0
712,CAMPO LARGO DO PIAUI PI,Campo Largo do Piauí,PI,7279,0.0
713,CAMPO MAIOR PI,Campo Maior,PI,46833,208.0
714,CANAVIEIRA PI,Canavieira,PI,3950,4.0
715,CANTO DO BURITI PI,Canto do Buriti,PI,21187,23.0
716,CAPITAO DE CAMPOS PI,Capitão de Campos,PI,11417,9.0
717,CAPITAO GERVASIO OLIVEIRA PI,Capitão Gervásio Oliveira,PI,4100,0.0
718,CARACOL PI,Caracol,PI,10916,11.0
719,CARAUBAS DO PIAUI PI,Caraúbas do Piauí,PI,5868,0.0
720,CARIDADE DO PIAUI PI,Caridade do Piauí,PI,5067,0.0
721,CASTELO DO PIAUI PI,Castelo do Piauí,PI,19716,38.0
722,CAXINGO PI,Caxingó,PI,5424,0.0
723,COCAL PI,Cocal,PI,27787,23.0
724,COCAL DE TELHA PI,Cocal de Telha,PI,4891,0.0
725,COCAL DOS ALVES PI,Cocal dos Alves,PI,6153,0.0
726,COIVARAS PI,Coivaras,PI,4020,0.0
727,COLONIA DO GURGUEIA PI,Colônia do Gurguéia,PI,6484,0.0
728,COLONIA DO PIAUI PI,Colônia do Piauí,PI,7656,7.0
729,CONCEICAO DO CANINDE PI,Conceição do Canindé,PI,4803,45.0
730,CORONEL JOSE DIAS PI,Coronel José Dias,PI,4682,0.0
731,CORRENTE PI,Corrente,PI,26644,45.0
732,CRISTALANDIA DO PIAUI PI,Cristalândia do Piauí,PI,8294,13.0
733,CRISTINO CASTRO PI,Cristino Castro,PI,10423,21.0
734,CURIMATA PI,Curimatá,PI,11388,34.0
735,CURRAIS PI,Currais,PI,4954,0.0
736,CURRALINHOS PI,Curralinhos,PI,4443,0.0
737,CURRAL NOVO DO PIAUI PI,Curral Novo do Piauí,PI,5343,0.0
738,DEMERVAL LOBAO PI,Demerval Lobão,PI,13817,24.0
739,DIRCEU ARCOVERDE PI,Dirceu Arcoverde,PI,7011,7.0
740,DOM EXPEDITO LOPES PI,Dom Expedito Lopes,PI,6904,0.0
741,DOMINGOS MOURAO PI,Domingos Mourão,PI,4355,0.0
742,DOM INOCENCIO PI,Dom Inocêncio,PI,9556,0.0
743,ELESBAO VELOSO PI,Elesbão Veloso,PI,14602,34.0
744,ELISEU MARTINS PI,Eliseu Martins,PI,4915,8.0
745,ESPERANTINA PI,Esperantina,PI,39737,75.0
746,FARTURA DO PIAUI PI,Fartura do Piauí,PI,5307,0.0
747,FLORES DO PIAUI PI,Flores do Piauí,PI,4463,2.0
748,FLORESTA DO PIAUI PI,Floresta do Piauí,PI,2558,0.0
749,FLORIANO PI,Floriano,PI,59935,218.0
750,FRANCINOPOLIS PI,Francinópolis,PI,5348,14.0
751,FRANCISCO AYRES PI,Francisco Ayres,PI,4348,4.0
752,FRANCISCO MACEDO PI,Francisco Macedo,PI,3184,0.0
753,FRANCISCO SANTOS PI,Francisco Santos,PI,9319,14.0
754,FRONTEIRAS PI,Fronteiras,PI,11625,25.0
755,GEMINIANO PI,Geminiano,PI,5442,0.0
756,GILBUES PI,Gilbués,PI,10690,9.0
757,GUADALUPE PI,Guadalupe,PI,10499,32.0
758,GUARIBAS PI,Guaribas,PI,4562,0.0
759,HUGO NAPOLEAO PI,Hugo Napoleão,PI,3877,0.0
760,ILHA GRANDE PI,Ilha Grande,PI,9426,0.0
761,INHUMA PI,Inhuma,PI,15308,11.0
762,IPIRANGA DO PIAUI PI,Ipiranga do Piauí,PI,9811,15.0
763,ISAIAS COELHO PI,Isaías Coelho,PI,8549,20.0
764,ITAINOPOLIS PI,Itainópolis,PI,11530,21.0
765,ITAUEIRA PI,Itaueira,PI,11019,26.0
766,JACOBINA DO PIAUI PI,Jacobina do Piauí,PI,5741,0.0
767,JAICOS PI,Jaicós,PI,19104,35.0
768,JARDIM DO MULATO PI,Jardim do Mulato,PI,4504,0.0
769,JATOBA DO PIAUI PI,Jatobá do Piauí,PI,4865,0.0
770,JERUMENHA PI,Jerumenha,PI,4452,7.0
771,JOAO COSTA PI,João Costa,PI,3008,0.0
772,JOAQUIM PIRES PI,Joaquim Pires,PI,14354,17.0
773,JOCA MARQUES PI,Joca Marques,PI,5443,6.0
774,JOSE DE FREITAS PI,José de Freitas,PI,39208,24.0
775,JUAZEIRO DO PIAUI PI,Juazeiro do Piauí,PI,5478,0.0
776,JULIO BORGES PI,Júlio Borges,PI,5627,0.0
777,JUREMA PI,Jurema,PI,4763,13.0
778,LAGOINHA DO PIAUI PI,Lagoinha do Piauí,PI,2845,0.0
779,LAGOA ALEGRE PI,Lagoa Alegre,PI,8542,10.0
780,LAGOA DO BARRO DO PIAUI PI,Lagoa do Barro do Piauí,PI,4655,0.0
781,LAGOA DE SAO FRANCISCO PI,Lagoa de São Francisco,PI,6758,0.0
782,LAGOA DO PIAUI PI,Lagoa do Piauí,PI,4064,0.0
783,LAGOA DO SITIO PI,Lagoa do Sítio,PI,5177,0.0
784,LANDRI SALES PI,Landri Sales,PI,5295,8.0
785,LUIS CORREIA PI,Luís Correia,PI,30311,43.0
786,LUZILANDIA PI,Luzilândia,PI,25486,38.0
787,MADEIRO PI,Madeiro,PI,8310,7.0
788,MANOEL EMIDIO PI,Manoel Emídio,PI,5349,11.0
789,MARCOLANDIA PI,Marcolândia,PI,8492,38.0
790,MARCOS PARENTE PI,Marcos Parente,PI,4549,11.0
791,MASSAPE DO PIAUI PI,Massapê do Piauí,PI,6441,0.0
792,MATIAS OLIMPIO PI,Matias Olímpio,PI,10936,15.0
793,MIGUEL ALVES PI,Miguel Alves,PI,33760,22.0
794,MIGUEL LEAO PI,Miguel Leão,PI,1246,0.0
795,MILTON BRANDAO PI,Milton Brandão,PI,6613,0.0
796,MONSENHOR GIL PI,Monsenhor Gil,PI,10564,13.0
797,MONSENHOR HIPOLITO PI,Monsenhor Hipólito,PI,7749,20.0
798,MONTE ALEGRE DO PIAUI PI,Monte Alegre do Piauí,PI,10613,25.0
799,MORRO CABECA NO TEMPO PI,Morro Cabeça no Tempo,PI,4532,0.0
800,MORRO DO CHAPEU DO PIAUI PI,Morro do Chapéu do Piauí,PI,6796,0.0
801,MURICI DOS PORTELAS PI,Murici dos Portelas,PI,9159,0.0
802,NAZARE DO PIAUI PI,Nazaré do Piauí,PI,7339,6.0
803,NAZARIA PI,Nazária,PI,8570,0.0
804,NOSSA SENHORA DE NAZARE PI,Nossa Senhora de Nazaré,PI,4870,0.0
805,NOSSA SENHORA DOS REMEDIOS PI,Nossa Senhora dos Remédios,PI,8692,9.0
806,NOVO ORIENTE DO PIAUI PI,Novo Oriente do Piauí,PI,6565,8.0
807,NOVO SANTO ANTONIO PI,Novo Santo Antônio,PI,2991,0.0
808,OEIRAS PI,Oeiras,PI,37029,103.0
809,OLHO DAGUA DO PIAUI PI,Olho DÁgua do Piauí,PI,2459,0.0
810,PADRE MARCOS PI,Padre Marcos,PI,6868,36.0
811,PAES LANDIM PI,Paes Landim,PI,4129,8.0
812,PAJEU DO PIAUI PI,Pajeú do Piauí,PI,3389,0.0
813,PALMEIRA DO PIAUI PI,Palmeira do Piauí,PI,5043,12.0
814,PALMEIRAIS PI,Palmeirais,PI,14539,16.0
815,PAQUETA PI,Paquetá,PI,3945,0.0
816,PARNAGUA PI,Parnaguá,PI,10791,17.0
